Wavelength (nm),MMS1,MMS2,JSC Mars-1,MGS-1 Prototype
1555,0.606388,0.5502,0.419592,0.2189
1556,0.606644,0.550386,0.419783,0.218894
1557,0.606888,0.55057,0.419964,0.218888
1558,0.607131,0.550755,0.42015,0.218884
1559,0.607359,0.55093,0.420329,0.218879
1560,0.60759,0.551102,0.420506,0.218873
1561,0.607812,0.55128,0.420683,0.218867
1562,0.608018,0.551458,0.420849,0.218856
1563,0.608225,0.551633,0.421012,0.218843
1564,0.608428,0.551821,0.421173,0.218828
1565,0.608624,0.551986,0.421334,0.218808
1566,0.6088,0.552124,0.421481,0.218778
1567,0.608976,0.552262,0.421631,0.218747
1568,0.609148,0.552389,0.421784,0.218712
1569,0.609321,0.552519,0.42194,0.218675
1570,0.609496,0.552647,0.422096,0.218638
1571,0.609663,0.55277,0.422249,0.218597
1572,0.609819,0.552886,0.422405,0.218553
1573,0.609985,0.553006,0.42256,0.218506
1574,0.610152,0.553121,0.422713,0.218455
1575,0.610315,0.553241,0.422868,0.218404
1576,0.610485,0.553365,0.423025,0.218349
1577,0.610642,0.55348,0.423174,0.218293
1578,0.61079,0.553594,0.423321,0.218233
1579,0.610924,0.553696,0.423458,0.218176
1580,0.611043,0.553785,0.423588,0.218117
1581,0.61118,0.553895,0.423727,0.218067
1582,0.611303,0.553999,0.42386,0.218017
1583,0.611431,0.554101,0.423982,0.21797
1584,0.611566,0.55421,0.424098,0.21792
1585,0.611694,0.554308,0.424209,0.217879
1586,0.611797,0.55438,0.424292,0.217836
1587,0.611902,0.554453,0.424381,0.217797
1588,0.612004,0.554514,0.424468,0.217764
1589,0.612113,0.554584,0.424561,0.217731
1590,0.612225,0.554656,0.424657,0.2177
1591,0.612363,0.554757,0.424771,0.21768
1592,0.612499,0.554861,0.424895,0.217665
1593,0.612651,0.554978,0.42501,0.217647
1594,0.612812,0.555104,0.425123,0.217629
1595,0.612974,0.555233,0.425233,0.217611
1596,0.613131,0.555359,0.425323,0.217585
1597,0.61328,0.555475,0.425412,0.217557
1598,0.613422,0.555592,0.425497,0.217528
1599,0.613565,0.555701,0.425584,0.217497
1600,0.613713,0.555803,0.425672,0.217462
1601,0.613854,0.555903,0.42576,0.217426
1602,0.613996,0.555998,0.425846,0.217387
1603,0.61413,0.55609,0.425936,0.217352
1604,0.614254,0.55619,0.426031,0.217316
1605,0.614383,0.556278,0.426126,0.217283
1606,0.614504,0.55635,0.426215,0.217249
1607,0.61462,0.556419,0.426308,0.21722
1608,0.614745,0.556482,0.426407,0.217199
1609,0.61485,0.55654,0.426499,0.217176
1610,0.614933,0.556595,0.426595,0.217162
1611,0.615025,0.556646,0.426686,0.217145
1612,0.615107,0.556683,0.426765,0.217124
1613,0.615187,0.556723,0.42685,0.217105
1614,0.615263,0.55675,0.426933,0.217088
1615,0.615342,0.556792,0.427019,0.21707
1616,0.61542,0.55685,0.427118,0.217056
1617,0.615503,0.556907,0.427209,0.217042
1618,0.615592,0.556965,0.427297,0.217028
1619,0.615675,0.557031,0.427382,0.217014
1620,0.615752,0.557099,0.427458,0.217001
1621,0.615812,0.557155,0.427524,0.21698
1622,0.615873,0.557226,0.427593,0.216958
1623,0.615928,0.557286,0.42766,0.216937
1624,0.61598,0.55734,0.427719,0.216917
1625,0.61603,0.557402,0.427789,0.216896
1626,0.616076,0.557463,0.427874,0.216878
1627,0.616123,0.557532,0.427943,0.216854
1628,0.616167,0.557612,0.428017,0.216825
1629,0.616218,0.557682,0.428081,0.216796
1630,0.616269,0.557749,0.428127,0.216761
1631,0.616368,0.557859,0.428202,0.216743
1632,0.616479,0.557965,0.428274,0.216727
1633,0.616587,0.558082,0.428349,0.216711
1634,0.616708,0.558221,0.428419,0.216698
1635,0.616814,0.558338,0.42849,0.216681
1636,0.616917,0.55846,0.428565,0.216663
1637,0.617024,0.558572,0.428643,0.216644
1638,0.617129,0.558665,0.428729,0.21662
1639,0.617225,0.558765,0.428804,0.216599
1640,0.617323,0.558866,0.428875,0.216579
1641,0.617451,0.558995,0.428973,0.216572
1642,0.617567,0.559118,0.429065,0.216568
1643,0.617684,0.559243,0.429151,0.216563
1644,0.617799,0.559366,0.429241,0.216557
1645,0.617913,0.559493,0.429316,0.216556
1646,0.617983,0.559592,0.429341,0.216545
1647,0.61806,0.559687,0.429382,0.216535
1648,0.618139,0.559784,0.429419,0.216528
1649,0.618222,0.559872,0.429468,0.216523
1650,0.618312,0.559953,0.429535,0.216522
1651,0.618423,0.560059,0.429607,0.216527
1652,0.618522,0.560156,0.429679,0.216539
1653,0.618641,0.56026,0.429749,0.216542
1654,0.618764,0.560367,0.429811,0.216538
1655,0.618898,0.560475,0.429877,0.216533
1656,0.619041,0.560572,0.429935,0.216518
1657,0.619169,0.560674,0.429989,0.216504
1658,0.619297,0.560778,0.43004,0.216486
1659,0.619417,0.560886,0.430088,0.216474
1660,0.619535,0.561006,0.430135,0.216463
1661,0.619631,0.561101,0.430169,0.216451
1662,0.619716,0.561196,0.430202,0.216445
1663,0.619808,0.561288,0.430229,0.216438
1664,0.619899,0.561378,0.430243,0.216433
1665,0.619983,0.561458,0.430272,0.216429
1666,0.620061,0.561533,0.430295,0.216421
1667,0.620131,0.561589,0.430327,0.216416
1668,0.62019,0.561628,0.430373,0.216416
1669,0.620253,0.561664,0.430414,0.216413
1670,0.620317,0.561686,0.430453,0.216416
1671,0.620399,0.561731,0.430514,0.216418
1672,0.620479,0.561767,0.430579,0.216413
1673,0.620555,0.561811,0.430643,0.216413
1674,0.620624,0.561853,0.430713,0.216412
1675,0.620702,0.561904,0.430777,0.216407
1676,0.620766,0.561953,0.430836,0.216401
1677,0.620844,0.562011,0.430889,0.21639
1678,0.620939,0.562076,0.43094,0.216368
1679,0.62102,0.562146,0.430986,0.216358
1680,0.621103,0.562226,0.431027,0.216353
1681,0.621177,0.562301,0.431066,0.216345
1682,0.621243,0.562384,0.431098,0.216341
1683,0.62131,0.562461,0.431138,0.216337
1684,0.621372,0.56254,0.431187,0.216331
1685,0.621446,0.562621,0.431226,0.216333
1686,0.621481,0.562658,0.431242,0.216325
1687,0.621505,0.562701,0.431239,0.216319
1688,0.621535,0.562748,0.431218,0.216321
1689,0.62156,0.562804,0.431212,0.216316
1690,0.621569,0.562878,0.4312,0.216313
1691,0.621582,0.56292,0.431193,0.216301
1692,0.621611,0.562959,0.431195,0.216286
1693,0.621614,0.562997,0.431198,0.216266
1694,0.62161,0.563023,0.431205,0.216241
1695,0.621594,0.563045,0.431207,0.216213
1696,0.621539,0.563062,0.431195,0.216172
1697,0.621482,0.563041,0.431188,0.216126
1698,0.621411,0.56299,0.431178,0.216074
1699,0.621355,0.562942,0.431173,0.216027
1700,0.621299,0.562884,0.431184,0.215976
1701,0.621267,0.562835,0.431187,0.21594
1702,0.621246,0.562775,0.431186,0.215911
1703,0.621215,0.562713,0.431161,0.21588
1704,0.621174,0.562632,0.431116,0.215851
1705,0.621143,0.562564,0.43107,0.215821
1706,0.621111,0.562497,0.431005,0.215789
1707,0.621084,0.562432,0.430933,0.215756
1708,0.621056,0.562365,0.430862,0.215722
1709,0.621007,0.562295,0.430778,0.215683
1710,0.620958,0.562214,0.430692,0.215644
1711,0.620897,0.562123,0.430615,0.215609
1712,0.620808,0.56203,0.430538,0.215572
1713,0.620712,0.561918,0.430453,0.215538
1714,0.620615,0.561789,0.430363,0.215503
1715,0.620528,0.561666,0.430268,0.215452
1716,0.62045,0.561538,0.430165,0.215405
1717,0.620366,0.561392,0.43006,0.215366
1718,0.62027,0.561245,0.429957,0.215322
1719,0.620156,0.56107,0.429843,0.215286
1720,0.620046,0.560887,0.429725,0.215246
1721,0.619936,0.560691,0.429593,0.215192
1722,0.619823,0.560492,0.429467,0.215144
1723,0.619714,0.56029,0.429341,0.215099
1724,0.619589,0.56007,0.429217,0.215057
1725,0.619462,0.559836,0.429091,0.21502
1726,0.619287,0.559573,0.428953,0.214971
1727,0.619087,0.559296,0.428819,0.214926
1728,0.618888,0.559013,0.428685,0.214877
1729,0.618683,0.558727,0.42855,0.21482
1730,0.618471,0.558439,0.428432,0.214769
1731,0.618274,0.558157,0.428331,0.214726
1732,0.618069,0.557874,0.428243,0.214679
1733,0.61785,0.557593,0.428183,0.214632
1734,0.617634,0.55731,0.42811,0.214586
1735,0.617415,0.55702,0.428036,0.214534
1736,0.617204,0.556744,0.427971,0.214494
1737,0.616985,0.556463,0.427904,0.21446
1738,0.616775,0.556195,0.427839,0.214426
1739,0.616564,0.555925,0.427782,0.214393
1740,0.616357,0.555675,0.427715,0.214363
1741,0.616165,0.555442,0.427649,0.214342
1742,0.61597,0.555228,0.427575,0.214315
1743,0.615772,0.555023,0.427489,0.214293
1744,0.615582,0.554848,0.427405,0.214259
1745,0.615392,0.554686,0.427315,0.214214
1746,0.615221,0.554578,0.427229,0.214174
1747,0.615071,0.554512,0.427149,0.214133
1748,0.614896,0.554457,0.427052,0.214082
1749,0.614726,0.554443,0.426945,0.214027
1750,0.61453,0.554426,0.426839,0.213969
1751,0.614307,0.554423,0.426731,0.213901
1752,0.614095,0.554432,0.426608,0.21384
1753,0.613872,0.554453,0.426475,0.213785
1754,0.613664,0.554491,0.42635,0.213722
1755,0.613464,0.554542,0.426214,0.213655
1756,0.613251,0.554597,0.426074,0.213584
1757,0.613044,0.554681,0.425942,0.213508
1758,0.612838,0.554742,0.425805,0.21344
1759,0.612631,0.554804,0.42565,0.213372
1760,0.612423,0.554867,0.425525,0.213311
1761,0.612224,0.554931,0.425415,0.213258
1762,0.612023,0.554986,0.425318,0.213206
1763,0.611822,0.555047,0.425237,0.213159
1764,0.611604,0.555075,0.425165,0.213108
1765,0.611394,0.555085,0.425099,0.213061
1766,0.611169,0.555101,0.425015,0.213015
1767,0.610944,0.555105,0.42494,0.21297
1768,0.610717,0.555105,0.424861,0.21293
1769,0.610501,0.555096,0.424789,0.212888
1770,0.610276,0.555059,0.42474,0.212843
1771,0.610073,0.555039,0.424673,0.2128
1772,0.609897,0.55502,0.424606,0.212758
1773,0.609719,0.555011,0.424522,0.212716
1774,0.609561,0.555023,0.424421,0.212678
1775,0.609389,0.555028,0.424315,0.212636
1776,0.609201,0.555023,0.424195,0.212594
1777,0.609043,0.555052,0.424082,0.212553
1778,0.608898,0.555096,0.423964,0.212508
1779,0.608754,0.555152,0.423851,0.212468
1780,0.608632,0.555249,0.423736,0.212435
1781,0.608497,0.55532,0.423632,0.212394
1782,0.608347,0.555378,0.423536,0.212349
1783,0.608222,0.555458,0.42345,0.212308
1784,0.608113,0.555548,0.423379,0.212265
1785,0.608012,0.555642,0.423315,0.212227
1786,0.607924,0.55575,0.423253,0.2122
1787,0.607841,0.555856,0.423207,0.212161
1788,0.607767,0.555964,0.423177,0.212118
1789,0.607703,0.556068,0.423147,0.212074
1790,0.607653,0.556182,0.423134,0.212027
1791,0.607576,0.556254,0.423087,0.211969
1792,0.6075,0.556311,0.423037,0.211912
1793,0.607435,0.556365,0.42298,0.211844
1794,0.607376,0.556415,0.422909,0.211771
1795,0.607304,0.556437,0.422851,0.211688
1796,0.607241,0.556448,0.422799,0.211594
1797,0.607154,0.556428,0.422729,0.211504
1798,0.607039,0.556365,0.422654,0.211407
1799,0.606957,0.556328,0.422573,0.211314
1800,0.606874,0.556293,0.422491,0.211221
1801,0.606802,0.556272,0.422431,0.211128
1802,0.606727,0.556258,0.422353,0.211041
1803,0.606637,0.556244,0.422256,0.210969
1804,0.606567,0.556245,0.422172,0.21089
1805,0.606517,0.556264,0.422091,0.210809
1806,0.606446,0.556269,0.421987,0.210723
1807,0.606393,0.556297,0.421894,0.210639
1808,0.606325,0.556302,0.421785,0.210546
1809,0.606235,0.55631,0.421645,0.210454
1810,0.60616,0.55629,0.421521,0.210351
1811,0.606105,0.556256,0.421418,0.210237
1812,0.606048,0.556216,0.4213,0.210129
1813,0.606006,0.556151,0.421175,0.210011
1814,0.605944,0.556083,0.421052,0.209905
1815,0.60586,0.556006,0.420911,0.209799
1816,0.605786,0.555915,0.420786,0.209702
1817,0.605714,0.555808,0.420676,0.209614
1818,0.605642,0.555709,0.420571,0.209533
1819,0.605584,0.555597,0.420468,0.209457
1820,0.605512,0.555518,0.420394,0.209398
1821,0.605435,0.555453,0.420347,0.209354
1822,0.605387,0.555441,0.420317,0.209324
1823,0.605356,0.555478,0.42032,0.209316
1824,0.605306,0.555504,0.420308,0.2093
1825,0.60527,0.555567,0.420307,0.209294
1826,0.605207,0.555597,0.420286,0.209271
1827,0.605125,0.555617,0.420261,0.209242
1828,0.605031,0.555628,0.420221,0.209208
1829,0.604928,0.555623,0.420164,0.209172
1830,0.604806,0.555583,0.420086,0.209138
1831,0.60515,0.555445,0.420369,0.20918
1832,0.604958,0.555473,0.420245,0.209168
1833,0.604806,0.555454,0.420092,0.209144
1834,0.604658,0.555385,0.419874,0.209104
1835,0.604512,0.55536,0.419734,0.209083
1836,0.604405,0.555315,0.4196,0.209051
1837,0.604243,0.555305,0.419504,0.209054
1838,0.604078,0.555333,0.419446,0.209084
1839,0.603862,0.555372,0.419427,0.209113
1840,0.603656,0.555398,0.419416,0.209165
1841,0.603417,0.555423,0.419436,0.209241
1842,0.60316,0.55544,0.419433,0.209311
1843,0.602933,0.555473,0.419451,0.209415
1844,0.602618,0.555463,0.419451,0.209473
1845,0.602238,0.555459,0.419458,0.209513
1846,0.601847,0.555405,0.419425,0.209555
1847,0.601417,0.555286,0.419394,0.209582
1848,0.600953,0.555182,0.41933,0.209588
1849,0.600481,0.555076,0.419213,0.209607
1850,0.600026,0.554956,0.419081,0.209653
1851,0.599469,0.554825,0.418857,0.209646
1852,0.598899,0.554742,0.41859,0.209609
1853,0.598213,0.554551,0.41824,0.209577
1854,0.597445,0.554302,0.417797,0.209507
1855,0.596601,0.554031,0.417311,0.209461
1856,0.595627,0.553684,0.416735,0.209441
1857,0.594609,0.553295,0.416122,0.209377
1858,0.593529,0.552871,0.415462,0.209297
1859,0.592443,0.552459,0.414793,0.209214
1860,0.591135,0.55191,0.413968,0.2091
1861,0.589726,0.551285,0.413075,0.208944
1862,0.588218,0.550618,0.412089,0.208804
1863,0.586555,0.549853,0.410965,0.208661
1864,0.584775,0.549064,0.409787,0.208502
1865,0.58291,0.548201,0.408554,0.2083
1866,0.580888,0.547315,0.407206,0.208137
1867,0.57874,0.546379,0.405728,0.207969
1868,0.576445,0.545432,0.404206,0.20781
1869,0.573935,0.54447,0.402619,0.207719
1870,0.57129,0.54349,0.400938,0.207679
1871,0.568483,0.54253,0.399239,0.207659
1872,0.5655,0.541607,0.397527,0.207668
1873,0.562323,0.540591,0.395733,0.207725
1874,0.559042,0.539558,0.393901,0.20784
1875,0.55558,0.538509,0.392015,0.207948
1876,0.551991,0.537462,0.390124,0.208111
1877,0.548228,0.536383,0.388157,0.208273
1878,0.54417,0.535153,0.386057,0.208394
1879,0.539944,0.533932,0.383891,0.208516
1880,0.535481,0.532492,0.381628,0.208576
1881,0.530795,0.530871,0.379244,0.208604
1882,0.525742,0.529148,0.376741,0.2086
1883,0.520321,0.52729,0.374079,0.20854
1884,0.514809,0.525343,0.371425,0.208482
1885,0.50897,0.523279,0.368695,0.208402
1886,0.50293,0.521072,0.365854,0.208315
1887,0.496651,0.51871,0.362878,0.208194
1888,0.490143,0.516232,0.359794,0.208046
1889,0.483556,0.513725,0.356653,0.207901
1890,0.476624,0.5111,0.353304,0.207725
1891,0.469663,0.508392,0.349968,0.207563
1892,0.462473,0.505594,0.346605,0.207414
1893,0.455554,0.502801,0.34322,0.207249
1894,0.448521,0.499886,0.339756,0.207075
1895,0.441639,0.496984,0.336294,0.206892
1896,0.434978,0.49409,0.33272,0.206706
1897,0.428495,0.491207,0.329169,0.206497
1898,0.422382,0.488438,0.325689,0.206313
1899,0.416295,0.485611,0.322098,0.20612
1900,0.410805,0.482992,0.318683,0.205956
1901,0.405704,0.480516,0.315362,0.205822
1902,0.401189,0.478197,0.312228,0.205682
1903,0.397046,0.475956,0.309168,0.205538
1904,0.393489,0.473943,0.306284,0.205422
1905,0.390506,0.472123,0.303581,0.205316
1906,0.388059,0.470443,0.301023,0.205218
1907,0.386133,0.469032,0.298714,0.205167
1908,0.3847,0.467723,0.296514,0.20512
1909,0.383755,0.466522,0.294463,0.205049
1910,0.383465,0.465542,0.292649,0.204983
1911,0.383398,0.464575,0.290955,0.20491
1912,0.383791,0.463693,0.289319,0.204799
1913,0.384407,0.462835,0.287879,0.204724
1914,0.385383,0.462057,0.286664,0.204667
1915,0.386604,0.461302,0.285506,0.204603
1916,0.388029,0.460557,0.284504,0.20455
1917,0.389656,0.459793,0.283607,0.204492
1918,0.391392,0.458976,0.282749,0.204414
1919,0.393235,0.458111,0.282096,0.204344
1920,0.395082,0.457243,0.281564,0.204305
1921,0.397013,0.456375,0.281132,0.204268
1922,0.398959,0.455423,0.280842,0.204274
1923,0.401005,0.45444,0.280782,0.204341
1924,0.402951,0.453417,0.280711,0.204375
1925,0.404878,0.452363,0.280702,0.204423
1926,0.406846,0.451163,0.280784,0.204466
1927,0.408761,0.449911,0.280979,0.20448
1928,0.410589,0.448739,0.281229,0.204496
1929,0.412428,0.447558,0.281529,0.204538
1930,0.414224,0.446379,0.281903,0.204566
1931,0.415943,0.445195,0.282281,0.204584
1932,0.417611,0.444036,0.282679,0.204614
1933,0.419213,0.442937,0.283128,0.204627
1934,0.420758,0.441742,0.283636,0.204625
1935,0.422281,0.44077,0.284168,0.204633
1936,0.423747,0.439913,0.284744,0.204642
1937,0.425155,0.439183,0.285332,0.204638
1938,0.426563,0.438605,0.285929,0.204643
1939,0.427922,0.438206,0.286583,0.204663
1940,0.429276,0.437998,0.287296,0.204696
1941,0.430624,0.437974,0.288034,0.204757
1942,0.431907,0.438064,0.288765,0.204825
1943,0.433155,0.438288,0.289548,0.204932
1944,0.434403,0.438685,0.290305,0.204999
1945,0.435625,0.439232,0.291048,0.205053
1946,0.436755,0.439901,0.291761,0.20511
1947,0.43791,0.440739,0.292488,0.205155
1948,0.439059,0.441783,0.293246,0.205216
1949,0.440166,0.442988,0.294043,0.20531
1950,0.441275,0.444333,0.294861,0.205379
1951,0.442368,0.445787,0.295658,0.205421
1952,0.443449,0.447396,0.296475,0.205458
1953,0.444531,0.449123,0.297305,0.205485
1954,0.44559,0.451024,0.298116,0.205476
1955,0.446661,0.452911,0.298944,0.205501
1956,0.447731,0.454951,0.299814,0.205527
1957,0.448817,0.456965,0.300657,0.205574
1958,0.44992,0.45887,0.301496,0.205648
1959,0.451011,0.46077,0.302344,0.205721
1960,0.452084,0.462513,0.303148,0.205786
1961,0.453182,0.464169,0.304015,0.205842
1962,0.454287,0.465755,0.304879,0.205873
1963,0.455399,0.46716,0.305713,0.205912
1964,0.456507,0.468421,0.306581,0.20595
1965,0.457623,0.469513,0.307499,0.205993
1966,0.458758,0.470551,0.308367,0.206022
1967,0.4599,0.471449,0.309219,0.206049
1968,0.461029,0.47225,0.310096,0.206057
1969,0.462161,0.472996,0.310914,0.206059
1970,0.463313,0.473736,0.311787,0.206048
1971,0.464466,0.474429,0.312688,0.20602
1972,0.46563,0.475131,0.313584,0.206001
1973,0.466789,0.475864,0.31449,0.20598
1974,0.467992,0.476614,0.315354,0.205961
1975,0.469225,0.477413,0.316251,0.205947
1976,0.470489,0.478238,0.317167,0.205942
1977,0.471697,0.47905,0.318036,0.205923
1978,0.472906,0.479877,0.318874,0.205897
1979,0.474164,0.480775,0.31978,0.205877
1980,0.475396,0.481653,0.320679,0.205863
1981,0.476584,0.482559,0.321542,0.205853
1982,0.477836,0.483547,0.322449,0.205861
1983,0.479068,0.484583,0.323344,0.205872
1984,0.48024,0.485675,0.324193,0.205878
1985,0.481449,0.486821,0.325032,0.205888
1986,0.48265,0.488033,0.325878,0.205899
1987,0.483874,0.489319,0.326738,0.205911
1988,0.485095,0.490696,0.327599,0.205941
1989,0.48633,0.492146,0.328474,0.205985
1990,0.487518,0.493667,0.329312,0.206029
1991,0.488693,0.495251,0.330113,0.206079
1992,0.489858,0.496851,0.330928,0.206099
1993,0.491029,0.498536,0.331764,0.206114
1994,0.492216,0.50028,0.332664,0.206157
1995,0.493384,0.502012,0.333577,0.206197
1996,0.494621,0.503829,0.334475,0.206261
1997,0.495878,0.50562,0.335375,0.206331
1998,0.497119,0.507357,0.336197,0.206383
1999,0.498331,0.50908,0.337027,0.206434
2000,0.499561,0.510814,0.337835,0.20648
2001,0.500753,0.512504,0.338702,0.206527
2002,0.501928,0.514159,0.339545,0.20657
2003,0.503082,0.515756,0.340402,0.206606
2004,0.504224,0.51725,0.341264,0.206631
2005,0.505434,0.518719,0.342097,0.206664
2006,0.506554,0.520029,0.34283,0.206654
2007,0.507638,0.521242,0.343554,0.206658
2008,0.508744,0.522444,0.344264,0.206667
2009,0.509843,0.523566,0.344926,0.206654
2010,0.510914,0.524573,0.345616,0.206643
2011,0.511998,0.525574,0.346319,0.206638
2012,0.51306,0.526509,0.347006,0.206639
2013,0.514114,0.527364,0.347676,0.206637
2014,0.515166,0.528196,0.348415,0.20666
2015,0.516211,0.529061,0.349103,0.20668
2016,0.517234,0.529822,0.349701,0.206656
2017,0.518289,0.530558,0.350341,0.206621
2018,0.519279,0.531272,0.350898,0.206586
2019,0.520253,0.531892,0.351458,0.206554
2020,0.521196,0.532442,0.352106,0.206545
2021,0.522015,0.532939,0.352671,0.206543
2022,0.522888,0.533459,0.353218,0.206541
2023,0.523767,0.53398,0.353742,0.206539
2024,0.524647,0.53449,0.354245,0.206541
2025,0.52546,0.534996,0.354683,0.206541
2026,0.526362,0.535589,0.355168,0.206559
2027,0.527206,0.536101,0.355655,0.206581
2028,0.527967,0.536577,0.35613,0.20661
2029,0.528773,0.53709,0.356612,0.206629
2030,0.52956,0.537503,0.357102,0.206648
2031,0.530311,0.537845,0.357575,0.206642
2032,0.531101,0.538182,0.358079,0.206612
2033,0.531805,0.538428,0.358555,0.206594
2034,0.532462,0.538692,0.358949,0.206573
2035,0.533165,0.539009,0.359367,0.206542
2036,0.533842,0.539295,0.359809,0.206521
2037,0.534476,0.539566,0.360254,0.206507
2038,0.535103,0.539822,0.360672,0.206481
2039,0.535744,0.540057,0.36113,0.206453
2040,0.536321,0.540253,0.361539,0.206444
2041,0.536955,0.540508,0.36189,0.206446
2042,0.53758,0.540776,0.362218,0.206439
2043,0.538176,0.541034,0.36248,0.206433
2044,0.538802,0.541319,0.362775,0.206434
2045,0.539378,0.541606,0.363138,0.206439
2046,0.539945,0.541872,0.363502,0.206453
2047,0.540508,0.542104,0.363909,0.20646
2048,0.541029,0.542297,0.364292,0.206457
2049,0.541554,0.5425,0.364643,0.206451
2050,0.542056,0.542686,0.36495,0.20643
2051,0.542545,0.542831,0.365244,0.206411
2052,0.543071,0.542977,0.365535,0.20642
2053,0.543599,0.54314,0.365876,0.206423
2054,0.5441,0.543215,0.366202,0.206418
2055,0.544572,0.543279,0.366535,0.206415
2056,0.545016,0.543385,0.366921,0.206386
2057,0.545509,0.543468,0.367237,0.206358
2058,0.545996,0.543582,0.367577,0.206355
2059,0.546417,0.543683,0.367932,0.206342
2060,0.546842,0.543753,0.36825,0.206334
2061,0.54721,0.543821,0.368593,0.206336
2062,0.547593,0.543867,0.368904,0.206336
2063,0.547945,0.543867,0.369195,0.206329
2064,0.548355,0.543898,0.369457,0.206322
2065,0.548746,0.54394,0.369724,0.206325
2066,0.549138,0.543972,0.369987,0.206325
2067,0.549534,0.544071,0.370276,0.206326
2068,0.549854,0.54413,0.370574,0.206331
2069,0.550137,0.544208,0.370862,0.206328
2070,0.550448,0.544279,0.371132,0.20632
2071,0.550752,0.544333,0.371442,0.206314
2072,0.551073,0.54444,0.37172,0.206298
2073,0.551453,0.544521,0.371918,0.20628
2074,0.551793,0.544629,0.372151,0.206264
2075,0.552129,0.544782,0.37239,0.206249
2076,0.552448,0.544866,0.372629,0.206212
2077,0.552778,0.544935,0.372873,0.206169
2078,0.553099,0.545,0.373217,0.206125
2079,0.553425,0.544992,0.373514,0.206073
2080,0.553787,0.544967,0.373747,0.206024
2081,0.554173,0.545008,0.374017,0.205984
2082,0.554548,0.545055,0.37425,0.205933
2083,0.554978,0.545187,0.374484,0.205888
2084,0.555401,0.545333,0.374778,0.205842
2085,0.555786,0.545448,0.375032,0.205791
2086,0.556078,0.545481,0.37523,0.205733
2087,0.556318,0.545463,0.375465,0.205682
2088,0.556539,0.545474,0.375661,0.205614
2089,0.556789,0.545474,0.375853,0.205566
2090,0.557043,0.545434,0.376043,0.205521
2091,0.557359,0.545397,0.376252,0.205496
2092,0.557669,0.545402,0.376433,0.205457
2093,0.557956,0.545353,0.376679,0.205452
2094,0.558213,0.545284,0.376945,0.20543
2095,0.558453,0.545267,0.377161,0.205403
2096,0.558628,0.545132,0.377323,0.205384
2097,0.558844,0.544988,0.377422,0.205353
2098,0.559046,0.544858,0.377484,0.205325
2099,0.559202,0.544698,0.37758,0.205295
2100,0.559386,0.544558,0.377705,0.205266
2101,0.559595,0.544473,0.377896,0.205259
2102,0.5598,0.544389,0.378052,0.205255
2103,0.560041,0.544295,0.378186,0.205266
2104,0.560268,0.544218,0.37834,0.205276
2105,0.560495,0.544155,0.378503,0.20529
2106,0.560647,0.544026,0.378561,0.205282
2107,0.560817,0.543874,0.378641,0.205274
2108,0.561016,0.543745,0.378782,0.205261
2109,0.561227,0.543598,0.378883,0.20525
2110,0.561429,0.543426,0.378995,0.205223
2111,0.561663,0.543354,0.379154,0.205228
2112,0.561835,0.543255,0.379264,0.205251
2113,0.562037,0.543147,0.379398,0.205293
2114,0.562272,0.543084,0.379516,0.205341
2115,0.562539,0.543034,0.379668,0.205388
2116,0.562771,0.54294,0.379777,0.205416
2117,0.562969,0.542867,0.379799,0.205432
2118,0.56312,0.542758,0.379838,0.205429
2119,0.563271,0.542631,0.379896,0.205421
2120,0.563385,0.542476,0.379948,0.205405
2121,0.563548,0.542348,0.380011,0.20539
2122,0.563727,0.542207,0.380106,0.205382
2123,0.563924,0.542095,0.380183,0.205375
2124,0.564096,0.541969,0.380179,0.205379
2125,0.564209,0.54181,0.380175,0.205381
2126,0.564353,0.541697,0.380203,0.205374
2127,0.564484,0.541526,0.380154,0.205353
2128,0.56464,0.541373,0.380141,0.205295
2129,0.564821,0.541234,0.380139,0.205214
2130,0.564974,0.541087,0.380108,0.205146
2131,0.565207,0.541071,0.380194,0.205128
2132,0.565435,0.541055,0.380187,0.205126
2133,0.565648,0.541032,0.380115,0.205133
2134,0.565844,0.541002,0.380046,0.20513
2135,0.566054,0.540975,0.379913,0.205107
2136,0.566274,0.540962,0.37983,0.205089
2137,0.566463,0.540934,0.379767,0.20506
2138,0.566585,0.540847,0.379671,0.205013
2139,0.566674,0.540705,0.379509,0.204933
2140,0.566759,0.540512,0.379366,0.204861
2141,0.56689,0.540317,0.379249,0.204835
2142,0.567033,0.540146,0.379162,0.204807
2143,0.567198,0.540012,0.379072,0.204819
2144,0.567243,0.539841,0.378902,0.204831
2145,0.567253,0.539713,0.378695,0.204791
2146,0.567294,0.539605,0.378468,0.204752
2147,0.567248,0.539446,0.378206,0.204699
2148,0.567273,0.539276,0.377982,0.204641
2149,0.56733,0.53907,0.377725,0.204613
2150,0.567354,0.538871,0.377428,0.204606
2151,0.567435,0.538725,0.377173,0.204594
2152,0.567562,0.538599,0.376875,0.204575
2153,0.56758,0.538415,0.376601,0.204545
2154,0.56752,0.538204,0.376322,0.204497
2155,0.567494,0.537976,0.376094,0.204437
2156,0.567492,0.537806,0.375931,0.204429
2157,0.567496,0.537592,0.375705,0.20443
2158,0.567507,0.537421,0.375427,0.204434
2159,0.567428,0.537241,0.375129,0.204424
2160,0.567341,0.536982,0.374723,0.20438
2161,0.567329,0.536834,0.374358,0.204347
