Temperature (¡C),Mass (%)
374.337,96.8895
374.461,96.8887
374.585,96.888
374.709,96.8873
374.834,96.8866
374.958,96.8861
375.082,96.8854
375.206,96.8847
375.329,96.884
375.444,96.8833
375.567,96.8828
375.691,96.8821
375.814,96.8814
375.938,96.8807
376.053,96.88
376.176,96.8792
376.3,96.8784
376.423,96.8775
376.547,96.8768
376.671,96.8759
376.795,96.8749
376.918,96.8741
377.042,96.8733
377.166,96.8724
377.29,96.8715
377.414,96.8706
377.537,96.8698
377.66,96.869
377.782,96.8682
377.904,96.8676
378.021,96.8668
378.142,96.8661
378.262,96.8654
378.381,96.8647
378.499,96.864
378.613,96.8633
378.731,96.8625
378.848,96.8618
378.965,96.8611
379.081,96.8603
379.197,96.8596
379.314,96.8588
379.431,96.858
379.549,96.8571
379.668,96.8561
379.787,96.8551
379.908,96.8542
380.03,96.8532
380.154,96.8523
380.277,96.8512
380.402,96.85
380.527,96.849
380.648,96.8478
380.773,96.8468
380.898,96.8456
381.023,96.8446
381.148,96.8435
381.267,96.8424
381.39,96.8414
381.513,96.8405
381.635,96.8395
381.756,96.8386
381.878,96.8376
381.999,96.8367
382.12,96.8358
382.24,96.8348
382.361,96.834
382.481,96.833
382.601,96.8319
382.722,96.8309
382.842,96.8297
382.962,96.8286
383.083,96.8274
383.203,96.8261
383.323,96.8249
383.443,96.8236
383.564,96.8223
383.684,96.8209
383.803,96.8196
383.923,96.8183
384.043,96.817
384.163,96.8157
384.284,96.8144
384.405,96.8132
384.526,96.8119
384.647,96.8108
384.769,96.8096
384.891,96.8084
385.013,96.8072
385.136,96.8062
385.257,96.8051
385.378,96.8042
385.499,96.8031
385.62,96.8021
385.74,96.8011
385.856,96.8001
385.976,96.799
386.096,96.798
386.217,96.7969
386.338,96.796
386.456,96.7949
386.578,96.7937
386.7,96.7927
386.822,96.7917
386.945,96.7906
387.068,96.7895
387.191,96.7882
387.314,96.7872
387.436,96.7862
387.559,96.7851
387.68,96.7841
387.802,96.7831
387.923,96.7821
388.043,96.7811
388.164,96.7801
388.284,96.7791
388.4,96.7783
388.52,96.7773
388.64,96.7764
388.76,96.7755
388.881,96.7745
388.997,96.7736
389.118,96.7727
389.239,96.7718
389.361,96.771
389.482,96.7702
389.603,96.7694
389.724,96.7687
389.845,96.7678
389.966,96.7672
390.087,96.7665
390.209,96.7658
390.33,96.7651
390.451,96.7644
390.572,96.7637
390.695,96.763
390.817,96.7623
390.939,96.7615
391.057,96.7608
391.18,96.76
391.302,96.7591
391.425,96.7583
391.548,96.7573
391.666,96.7564
391.787,96.7554
391.908,96.7544
392.028,96.7534
392.149,96.7523
392.269,96.7512
392.39,96.7501
392.51,96.749
392.63,96.7478
392.751,96.7467
392.872,96.7456
392.994,96.7444
393.116,96.7433
393.238,96.7421
393.36,96.7409
393.482,96.7398
393.596,96.7385
393.719,96.7374
393.842,96.7363
393.965,96.7352
394.087,96.734
394.201,96.7328
394.324,96.7317
394.448,96.7306
394.571,96.7295
394.695,96.7284
394.818,96.7273
394.942,96.7262
395.067,96.7251
395.192,96.724
395.316,96.7229
395.441,96.7219
395.566,96.7208
395.691,96.7197
395.815,96.7186
395.94,96.7175
396.064,96.7165
396.186,96.7155
396.305,96.7144
396.427,96.7134
396.549,96.7124
396.671,96.7114
396.792,96.7104
396.909,96.7095
397.029,96.7087
397.149,96.7079
397.27,96.7071
397.39,96.7063
397.509,96.7057
397.628,96.705
397.747,96.7043
397.867,96.7037
397.986,96.7031
398.105,96.7025
398.223,96.7018
398.341,96.7012
398.458,96.7005
398.576,96.6999
398.694,96.699
398.807,96.6981
398.924,96.6971
399.041,96.6961
399.159,96.6949
399.277,96.6938
399.391,96.6924
399.51,96.691
399.628,96.6897
399.747,96.6881
399.866,96.6865
399.985,96.685
400.106,96.6834
400.226,96.6818
400.347,96.6802
400.469,96.6786
400.592,96.677
400.716,96.6755
400.841,96.6741
400.966,96.6726
401.092,96.6712
401.218,96.6697
401.344,96.6683
401.47,96.6669
401.596,96.6655
401.721,96.6641
401.845,96.6626
401.968,96.6612
402.09,96.6596
402.21,96.6581
402.33,96.6565
402.449,96.6548
402.567,96.6532
402.685,96.6515
402.803,96.6499
402.921,96.6483
403.039,96.6467
403.158,96.645
403.276,96.6434
403.395,96.6417
403.515,96.6402
403.634,96.6387
403.755,96.6372
403.876,96.6358
403.993,96.6344
404.114,96.633
404.235,96.6318
404.356,96.6306
404.478,96.6293
404.596,96.6282
404.719,96.6271
404.842,96.6261
404.965,96.6252
405.089,96.6242
405.214,96.6234
405.339,96.6226
405.465,96.6217
405.591,96.6209
405.717,96.6201
405.843,96.6193
405.968,96.6186
406.093,96.6177
406.216,96.6168
406.34,96.6159
406.462,96.6151
406.583,96.6143
406.699,96.6133
406.819,96.6125
406.939,96.6115
407.058,96.6106
407.177,96.6097
407.291,96.6088
407.41,96.6078
407.528,96.6068
407.648,96.6059
407.768,96.6049
407.888,96.6041
408.008,96.6033
408.129,96.6025
408.251,96.6017
408.372,96.6009
408.494,96.6002
408.615,96.5995
408.736,96.5988
408.857,96.5982
408.977,96.5975
409.097,96.5968
409.213,96.5961
409.333,96.5954
409.454,96.5947
409.575,96.5938
409.696,96.5929
409.813,96.592
409.935,96.591
410.057,96.5899
410.179,96.5888
410.301,96.5876
410.423,96.5864
410.546,96.5852
410.669,96.584
410.791,96.5827
410.914,96.5816
411.036,96.5804
411.159,96.5794
411.281,96.5783
411.402,96.5772
411.523,96.5763
411.643,96.5754
411.763,96.5746
411.874,96.5737
411.994,96.5729
412.113,96.5721
412.233,96.5712
412.353,96.5703
412.465,96.5695
412.587,96.5686
412.708,96.5676
412.83,96.5666
412.951,96.5654
413.073,96.5641
413.196,96.5629
413.319,96.5617
413.443,96.5603
413.567,96.5589
413.69,96.5574
413.814,96.5561
413.938,96.5546
414.061,96.5532
414.184,96.5517
414.308,96.5504
414.426,96.549
414.548,96.5476
414.669,96.5464
414.79,96.545
414.91,96.5439
415.024,96.5426
415.142,96.5415
415.261,96.5403
415.378,96.5393
415.496,96.5381
415.613,96.537
415.73,96.5359
415.846,96.5348
415.964,96.5337
416.081,96.5326
416.2,96.5315
416.319,96.5304
416.439,96.5293
416.56,96.5281
416.681,96.527
416.804,96.5259
416.928,96.5247
417.049,96.5235
417.174,96.5224
417.301,96.5211
417.427,96.5198
417.553,96.5187
417.674,96.5175
417.799,96.5163
417.924,96.5152
418.047,96.514
418.17,96.5128
418.292,96.5118
418.413,96.5106
418.533,96.5095
418.653,96.5085
418.773,96.5074
418.892,96.5065
419.011,96.5055
419.131,96.5046
419.251,96.5038
419.372,96.5029
419.493,96.5022
419.615,96.5014
419.737,96.5007
419.859,96.4999
419.982,96.4991
420.105,96.4985
420.228,96.4977
420.352,96.4969
420.475,96.496
420.597,96.4952
420.718,96.4943
420.838,96.4934
420.959,96.4923
421.078,96.4912
421.198,96.4901
421.318,96.4889
421.437,96.4878
421.557,96.4867
421.676,96.4854
421.796,96.4843
421.917,96.4832
422.037,96.4821
422.158,96.481
422.275,96.48
422.396,96.479
422.517,96.4781
422.639,96.4772
422.761,96.4765
422.878,96.4756
422.999,96.4749
423.12,96.4741
423.241,96.4734
423.363,96.4727
423.484,96.4719
423.605,96.4711
423.725,96.4703
423.845,96.4693
423.965,96.4685
424.085,96.4675
424.205,96.4665
424.325,96.4655
424.446,96.4644
424.567,96.4632
424.688,96.4621
424.805,96.4609
424.927,96.4597
425.05,96.4585
425.173,96.4573
425.296,96.4561
425.415,96.4548
425.539,96.4537
425.663,96.4525
425.788,96.4513
425.912,96.4502
426.037,96.449
426.161,96.4479
426.284,96.4468
426.408,96.4457
426.532,96.4446
426.655,96.4437
426.778,96.4426
426.901,96.4415
427.023,96.4405
427.144,96.4394
427.265,96.4383
427.387,96.4373
427.504,96.4361
427.624,96.435
427.744,96.4338
427.863,96.4325
427.983,96.4313
428.098,96.4302
428.218,96.4289
428.338,96.4277
428.458,96.4264
428.579,96.4252
428.701,96.424
428.823,96.4227
428.946,96.4216
429.07,96.4204
429.193,96.4193
429.317,96.4181
429.44,96.4171
429.564,96.416
429.687,96.415
429.808,96.414
429.929,96.4129
430.041,96.412
430.16,96.411
430.279,96.41
430.398,96.4091
430.516,96.4081
430.625,96.407
430.743,96.4061
430.86,96.4051
430.979,96.4041
431.099,96.4031
431.219,96.4022
431.342,96.4012
431.465,96.4001
431.591,96.3992
431.717,96.3982
431.843,96.3972
431.971,96.3964
432.094,96.3955
432.222,96.3947
432.349,96.3939
432.477,96.3932
432.604,96.3924
432.725,96.3917
432.85,96.3909
432.974,96.3901
433.097,96.3894
433.22,96.3886
433.342,96.3877
433.464,96.3869
433.584,96.3859
433.704,96.3849
433.823,96.384
433.942,96.3829
434.06,96.3818
434.179,96.3807
434.297,96.3796
434.416,96.3785
434.534,96.3774
434.648,96.3761
434.765,96.375
434.883,96.3739
434.999,96.3728
435.115,96.3716
435.227,96.3706
435.343,96.3697
435.46,96.3686
435.576,96.3675
435.693,96.3665
435.811,96.3655
435.929,96.3644
436.048,96.3633
436.168,96.3623
436.288,96.3611
436.41,96.3601
436.533,96.3589
436.655,96.3578
436.779,96.3566
436.904,96.3554
437.029,96.3541
437.154,96.3528
437.279,96.3515
437.404,96.3503
437.529,96.349
437.652,96.3478
437.774,96.3465
437.896,96.3455
438.015,96.3444
438.134,96.3433
438.252,96.3424
438.371,96.3415
438.489,96.3407
438.606,96.3399
438.724,96.3392
438.842,96.3385
438.96,96.3378
439.078,96.3372
439.197,96.3366
439.316,96.3359
439.437,96.3352
439.558,96.3345
439.679,96.3338
439.797,96.3331
439.92,96.3324
440.044,96.3317
440.168,96.3309
440.292,96.3302
440.412,96.3294
440.537,96.3287
440.661,96.3282
440.784,96.3276
440.907,96.3271
441.029,96.3266
441.151,96.3262
441.272,96.3258
441.393,96.3256
441.513,96.3253
441.633,96.325
441.752,96.3248
441.87,96.3245
441.989,96.3243
442.108,96.3241
442.227,96.3239
442.346,96.3236
442.462,96.3232
442.583,96.3229
442.705,96.3225
442.828,96.3222
442.951,96.3217
443.071,96.3211
443.197,96.3206
443.322,96.3201
443.448,96.3194
443.573,96.3188
443.699,96.3181
443.823,96.3174
443.947,96.3167
444.07,96.316
444.192,96.3152
444.314,96.3146
444.435,96.3139
444.556,96.3132
444.677,96.3125
444.799,96.3117
444.921,96.311
445.038,96.3103
445.16,96.3095
445.283,96.3087
445.405,96.3079
445.528,96.307
445.647,96.306
445.77,96.305
445.892,96.304
446.014,96.3028
446.136,96.3017
446.257,96.3005
446.378,96.2994
446.498,96.2981
446.617,96.297
446.737,96.2958
446.856,96.2947
446.974,96.2935
447.093,96.2923
447.212,96.2914
447.331,96.2903
447.451,96.2894
447.572,96.2885
447.685,96.2877
447.806,96.2868
447.928,96.286
448.051,96.2852
448.175,96.2844
448.291,96.2836
448.415,96.2828
448.539,96.282
448.663,96.2811
448.788,96.2802
448.912,96.2794
449.036,96.2785
449.16,96.2776
449.282,96.2766
449.403,96.2755
449.524,96.2746
449.643,96.2735
449.761,96.2725
449.878,96.2714
449.994,96.2703
450.109,96.2693
450.22,96.2682
450.335,96.2673
450.45,96.2663
450.565,96.2653
450.681,96.2644
450.794,96.2634
450.912,96.2626
451.032,96.2616
451.152,96.2608
451.273,96.26
451.395,96.2591
451.518,96.2583
451.642,96.2575
451.766,96.2565
451.89,96.2556
452.014,96.2547
452.138,96.2538
452.262,96.2528
452.386,96.2518
452.51,96.2509
452.634,96.2499
452.757,96.2489
452.875,96.2479
452.998,96.247
453.12,96.2459
453.242,96.2449
453.363,96.244
453.479,96.2431
453.598,96.2422
453.717,96.2412
453.836,96.2403
453.955,96.2396
454.074,96.2387
454.193,96.2379
454.312,96.2371
454.432,96.2365
454.553,96.2358
454.675,96.2352
454.799,96.2346
454.923,96.2342
455.047,96.2336
455.173,96.233
455.299,96.2325
455.426,96.232
455.552,96.2314
455.678,96.2307
455.802,96.2302
455.926,96.2295
456.048,96.2288
456.169,96.228
456.288,96.2272
456.406,96.2265
456.524,96.2256
456.641,96.2247
456.759,96.2237
456.876,96.2229
456.995,96.2219
457.114,96.2211
457.234,96.2201
457.355,96.2193
457.477,96.2185
457.599,96.2176
457.722,96.2168
457.845,96.2161
457.968,96.2153
458.087,96.2145
458.21,96.2136
458.333,96.2129
458.455,96.2121
458.577,96.2114
458.694,96.2107
458.815,96.2099
458.935,96.2091
459.054,96.2083
459.174,96.2075
459.293,96.2066
459.413,96.2058
459.532,96.2048
459.651,96.204
459.771,96.203
459.89,96.2022
460.01,96.2014
460.13,96.2004
460.251,96.1996
460.372,96.1989
460.493,96.1979
460.61,96.1972
460.732,96.1964
460.855,96.1957
460.978,96.1949
461.1,96.1942
461.219,96.1937
461.341,96.1931
461.464,96.1926
461.586,96.1921
461.708,96.1917
461.829,96.1913
461.949,96.191
462.069,96.1906
462.188,96.1903
462.307,96.1899
462.426,96.1895
462.546,96.1891
462.666,96.1887
462.786,96.1883
462.906,96.1877
463.028,96.1872
463.15,96.1868
463.267,96.1861
463.39,96.1855
463.514,96.1849
463.638,96.1843
463.76,96.1837
463.878,96.1832
464,96.1829
464.121,96.1825
464.241,96.1821
464.362,96.1818
464.481,96.1815
464.6,96.1813
464.717,96.1811
464.836,96.181
464.955,96.1808
465.073,96.1807
465.191,96.1806
465.309,96.1804
465.428,96.1802
465.548,96.18
465.669,96.1798
465.781,96.1796
465.904,96.1793
466.026,96.1791
466.148,96.1788
466.271,96.1785
466.386,96.1782
466.509,96.1778
466.632,96.1774
466.754,96.1769
466.876,96.1764
466.998,96.1759
467.119,96.1753
467.24,96.1749
467.361,96.1743
467.481,96.1737
467.601,96.1733
467.721,96.1727
467.842,96.1721
467.962,96.1716
468.082,96.1711
468.203,96.1705
468.325,96.17
468.443,96.1694
468.565,96.1688
468.688,96.1683
468.811,96.1676
468.935,96.1668
469.053,96.1661
469.176,96.1654
469.299,96.1646
469.422,96.1637
469.545,96.1628
469.667,96.1619
469.789,96.1609
469.911,96.16
470.032,96.159
470.153,96.1581
470.274,96.1571
470.396,96.1563
470.516,96.1553
470.637,96.1545
470.758,96.1536
470.878,96.1527
470.994,96.1519
471.114,96.151
471.234,96.1501
471.354,96.1493
471.473,96.1484
471.587,96.1475
471.706,96.1467
471.825,96.1458
471.944,96.145
472.063,96.1442
472.181,96.1433
472.3,96.1425
472.42,96.1418
472.539,96.1411
472.66,96.1405
472.78,96.1398
472.901,96.1391
473.023,96.1385
473.145,96.138
473.267,96.1373
473.39,96.1368
473.514,96.1362
473.638,96.1356
473.762,96.1351
473.886,96.1345
474.01,96.1338
474.134,96.1332
474.259,96.1326
474.382,96.1319
474.506,96.1314
474.63,96.1308
474.753,96.1303
474.876,96.1297
475,96.1293
475.124,96.1288
475.247,96.1283
475.37,96.1278
475.492,96.1275
475.615,96.127
475.737,96.1266
475.859,96.1261
475.981,96.1257
476.103,96.1253
476.219,96.1249
476.34,96.1245
476.461,96.1241
476.581,96.1236
476.701,96.1232
476.816,96.1228
476.935,96.1224
477.054,96.122
477.173,96.1215
477.292,96.1211
477.411,96.1206
477.53,96.1201
477.65,96.1197
477.77,96.1192
477.889,96.1187
478.009,96.1182
478.13,96.1177
478.25,96.1172
478.37,96.1168
478.491,96.1163
478.611,96.1158
478.732,96.1154
478.848,96.115
478.968,96.1146
479.089,96.1143
479.21,96.1139
479.331,96.1136
479.449,96.1132
479.57,96.1129
479.692,96.1126
479.814,96.1122
479.936,96.1118
480.058,96.1115
480.179,96.1111
480.3,96.1107
480.421,96.1103
480.542,96.1097
480.662,96.1093
480.782,96.1088
480.902,96.1083
481.022,96.1078
481.142,96.1074
481.262,96.1067
481.378,96.1062
481.499,96.1057
481.62,96.1051
481.742,96.1046
481.864,96.1041
481.983,96.1036
482.105,96.1031
482.228,96.1026
482.351,96.102
482.474,96.1015
482.597,96.101
482.719,96.1005
482.841,96.0999
482.962,96.0994
483.083,96.0991
483.203,96.0987
483.324,96.0983
483.444,96.0979
483.564,96.0976
483.684,96.0973
483.804,96.0972
483.925,96.0969
484.039,96.0968
484.161,96.0965
484.284,96.0965
484.407,96.0964
484.529,96.0962
484.644,96.0962
484.767,96.0961
484.891,96.096
485.013,96.0958
485.136,96.0957
485.26,96.0955
485.382,96.0953
485.504,96.0951
485.626,96.095
485.747,96.0947
485.869,96.0944
485.989,96.0943
486.11,96.094
486.23,96.0939
486.349,96.0937
486.468,96.0935
486.583,96.0933
486.702,96.0931
486.821,96.0929
486.94,96.0928
487.059,96.0927
487.174,96.0925
487.294,96.0924
487.413,96.0924
487.533,96.0924
487.652,96.0922
487.772,96.0921
487.891,96.0921
488.012,96.0919
488.132,96.0918
488.252,96.0917
488.372,96.0914
488.491,96.0911
488.611,96.0908
488.731,96.0904
488.85,96.0899
488.971,96.0893
489.091,96.0888
489.206,96.088
489.326,96.0873
489.447,96.0866
489.568,96.0858
489.691,96.0849
489.809,96.0841
489.934,96.0834
490.058,96.0827
490.184,96.0819
490.309,96.0812
490.434,96.0807
490.558,96.08
490.682,96.0794
490.804,96.0789
490.926,96.0784
491.048,96.0778
491.168,96.0773
491.288,96.0768
491.406,96.0762
491.524,96.0757
491.641,96.0752
491.757,96.0746
491.873,96.0742
491.989,96.0736
492.106,96.0731
492.222,96.0726
492.338,96.0721
492.455,96.0717
492.572,96.0714
492.69,96.071
492.809,96.0706
492.93,96.0703
493.052,96.0699
493.174,96.0696
493.297,96.0693
493.421,96.0691
493.546,96.0688
493.672,96.0687
493.798,96.0685
493.926,96.0684
494.053,96.0682
494.18,96.068
494.307,96.0679
494.429,96.0677
494.554,96.0675
494.678,96.0673
494.802,96.0671
494.925,96.0669
495.042,96.0667
495.162,96.0666
495.281,96.0665
495.399,96.0663
495.516,96.0662
495.633,96.066
495.75,96.066
495.866,96.0659
495.982,96.066
496.097,96.066
496.213,96.0662
496.33,96.0663
496.447,96.0663
496.566,96.0666
496.685,96.0666
496.806,96.0669
496.924,96.0669
497.046,96.067
497.171,96.0671
497.296,96.0671
497.422,96.067
497.544,96.0669
497.671,96.0669
497.799,96.0666
497.926,96.0666
498.052,96.0663
498.178,96.0662
498.302,96.0659
498.424,96.0658
498.545,96.0656
498.665,96.0656
498.783,96.0655
498.9,96.0655
499.016,96.0655
499.131,96.0656
499.247,96.0656
499.363,96.0658
499.48,96.066
499.594,96.0663
499.712,96.0666
499.832,96.0669
499.953,96.0671
500.075,96.0673
500.194,96.0675
500.317,96.0677
500.441,96.0679
500.565,96.0681
500.688,96.0682
500.811,96.0683
500.933,96.0683
501.055,96.0683
501.177,96.0683
501.298,96.0683
501.419,96.0682
501.541,96.0681
501.662,96.068
501.782,96.0679
501.903,96.0679
502.023,96.0678
502.136,96.0678
502.258,96.0677
502.379,96.0677
502.501,96.0677
502.623,96.0677
502.736,96.0677
502.858,96.0676
502.981,96.0676
503.103,96.0674
503.225,96.0673
503.346,96.0671
503.468,96.0669
503.588,96.0666
503.708,96.0663
503.828,96.0659
503.947,96.0656
504.067,96.0654
504.186,96.065
504.306,96.0647
504.426,96.0644
504.546,96.0641
504.666,96.064
504.781,96.0637
504.901,96.0636
505.021,96.0634
505.141,96.0633
505.261,96.0632
505.377,96.0632
505.496,96.0631
505.616,96.063
505.737,96.0629
505.857,96.0628
505.977,96.0627
506.096,96.0626
506.216,96.0625
506.336,96.0623
506.456,96.0622
506.577,96.0621
506.698,96.0619
506.818,96.0618
506.939,96.0618
507.06,96.0616
507.181,96.0615
507.298,96.0615
507.419,96.0614
507.54,96.0612
507.66,96.0612
507.78,96.0612
507.895,96.0612
508.014,96.0612
508.133,96.0614
508.252,96.0615
508.372,96.0615
508.492,96.0615
508.612,96.0616
508.733,96.0618
508.855,96.0619
508.978,96.062
509.1,96.0621
509.224,96.0622
509.347,96.0623
509.471,96.0624
509.593,96.0624
509.716,96.0625
509.838,96.0625
509.96,96.0625
510.08,96.0624
510.2,96.0624
510.319,96.0623
510.437,96.0622
510.554,96.0622
510.671,96.0621
510.788,96.062
510.905,96.062
511.023,96.0619
511.142,96.0619
511.261,96.0619
511.381,96.0619
511.501,96.0619
511.622,96.0619
511.743,96.0619
511.865,96.062
511.987,96.0621
512.109,96.0621
512.231,96.0622
512.353,96.0623
512.47,96.0623
512.592,96.0623
512.714,96.0622
512.836,96.0622
512.958,96.0621
513.076,96.062
513.198,96.0618
513.32,96.0616
513.441,96.0615
513.563,96.0612
513.685,96.0609
513.806,96.0607
513.927,96.0605
514.048,96.0602
514.168,96.0599
514.288,96.0596
514.408,96.0593
514.528,96.0591
514.649,96.0589
514.769,96.0586
514.89,96.0585
515.011,96.0583
515.128,96.0582
515.25,96.0581
515.372,96.058
515.495,96.0579
515.619,96.0579
515.739,96.0579
515.863,96.0579
515.987,96.0579
516.11,96.0579
516.232,96.0579
516.354,96.0578
516.474,96.0578
516.594,96.0577
516.714,96.0576
516.832,96.0575
516.951,96.0573
517.068,96.0573
517.186,96.0572
517.303,96.0571
517.421,96.0571
517.54,96.0571
517.654,96.0571
517.773,96.0572
517.894,96.0574
518.014,96.0577
518.135,96.058
518.252,96.0583
518.373,96.0586
518.495,96.0589
518.616,96.0593
518.736,96.0596
518.858,96.06
518.979,96.0603
519.1,96.0605
519.221,96.0608
519.341,96.0611
519.462,96.0612
519.583,96.0615
519.703,96.0615
519.824,96.0618
519.944,96.0618
520.065,96.0619
520.185,96.062
520.296,96.0621
520.415,96.0622
520.534,96.0624
520.653,96.0625
520.772,96.0627
520.882,96.0629
521.001,96.0632
521.119,96.0634
521.237,96.0637
521.355,96.064
521.474,96.0642
521.594,96.0645
521.714,96.0648
521.835,96.065
521.956,96.0652
522.079,96.0654
522.203,96.0655
522.328,96.0656
522.453,96.0656
522.578,96.0658
522.703,96.0658
522.823,96.0658
522.948,96.0656
523.072,96.0656
523.195,96.0655
523.318,96.0654
523.435,96.0653
523.556,96.0652
523.677,96.0652
523.798,96.0651
523.918,96.0651
524.038,96.065
524.157,96.065
524.276,96.0649
524.396,96.0648
524.516,96.0647
524.636,96.0647
524.756,96.0646
524.876,96.0646
524.996,96.0646
525.116,96.0646
525.236,96.0645
525.355,96.0645
525.47,96.0645
525.588,96.0645
525.707,96.0645
525.825,96.0645
525.943,96.0646
526.057,96.0646
526.175,96.0647
526.293,96.0647
526.411,96.0648
526.531,96.0649
526.651,96.0651
526.771,96.0652
526.892,96.0654
527.013,96.0655
527.134,96.0658
527.255,96.0659
527.377,96.0662
527.499,96.0665
527.621,96.0666
527.743,96.0669
527.864,96.0671
527.986,96.0674
528.108,96.0676
528.229,96.0677
528.351,96.0679
528.472,96.068
528.593,96.0681
528.714,96.0681
528.835,96.0682
528.956,96.0682
529.077,96.0681
529.196,96.0681
529.315,96.068
529.434,96.068
529.552,96.0679
529.67,96.0678
529.788,96.0677
529.905,96.0676
530.022,96.0674
530.139,96.0673
530.256,96.0672
530.372,96.0671
530.489,96.0671
530.602,96.067
530.72,96.0669
530.838,96.0669
530.958,96.0667
531.079,96.0666
531.197,96.0666
531.32,96.0665
531.444,96.0663
531.569,96.066
531.694,96.0659
531.82,96.0656
531.946,96.0654
532.072,96.0651
532.197,96.0648
532.322,96.0644
532.446,96.0641
532.565,96.0637
532.687,96.0634
532.808,96.0632
532.929,96.063
533.049,96.0628
533.163,96.0626
533.281,96.0625
533.399,96.0625
533.517,96.0624
533.635,96.0624
533.752,96.0625
533.87,96.0625
533.99,96.0626
534.109,96.0627
534.229,96.0628
534.349,96.0629
534.469,96.063
534.59,96.0631
534.712,96.0632
534.834,96.0633
534.956,96.0634
535.079,96.0634
535.197,96.0634
535.319,96.0634
535.443,96.0634
535.566,96.0634
535.688,96.0634
535.805,96.0636
535.926,96.0637
536.047,96.0637
536.168,96.064
536.287,96.0641
536.406,96.0644
536.524,96.0647
536.641,96.065
536.758,96.0654
536.876,96.0659
536.993,96.0663
537.111,96.0669
537.228,96.0673
537.345,96.0679
537.462,96.0684
537.581,96.0688
537.691,96.0692
537.811,96.0697
537.93,96.0701
538.051,96.0704
538.172,96.0707
538.285,96.071
538.407,96.0714
538.529,96.0717
538.651,96.0721
538.773,96.0724
538.896,96.0728
539.018,96.0733
539.142,96.0736
539.264,96.074
539.387,96.0745
539.51,96.075
539.634,96.0754
539.757,96.0758
539.882,96.0762
540.006,96.0766
540.13,96.0771
540.255,96.0773
540.375,96.0776
540.499,96.0778
540.623,96.078
540.747,96.0782
540.87,96.0783
540.99,96.0784
541.113,96.0784
541.235,96.0785
541.357,96.0785
541.479,96.0785
541.6,96.0785
541.72,96.0785
541.839,96.0785
541.959,96.0785
542.077,96.0786
542.194,96.0786
542.311,96.0787
542.428,96.0787
542.544,96.0789
542.661,96.079
542.777,96.0791
542.889,96.0793
543.005,96.0795
543.122,96.0797
543.238,96.08
543.355,96.0802
543.468,96.0804
543.587,96.0807
543.705,96.0809
543.823,96.0812
543.943,96.0813
544.063,96.0816
544.185,96.0819
544.306,96.0819
544.427,96.0822
544.549,96.0822
544.67,96.0823
544.792,96.0824
544.913,96.0826
545.034,96.0827
545.155,96.0828
545.274,96.0829
545.393,96.083
545.511,96.0831
545.629,96.0831
545.747,96.0833
545.864,96.0833
545.98,96.0834
546.096,96.0835
546.212,96.0836
546.329,96.0837
546.446,96.0838
546.563,96.0838
546.681,96.084
546.801,96.084
546.922,96.084
547.045,96.084
547.169,96.084
547.293,96.084
547.418,96.084
547.543,96.084
547.668,96.0838
547.792,96.0838
547.917,96.0838
548.037,96.0838
548.16,96.0838
548.283,96.0838
548.404,96.0838
548.525,96.0838
548.642,96.0838
548.762,96.084
548.882,96.084
549.002,96.0841
549.121,96.0842
549.241,96.0844
549.361,96.0846
549.48,96.0849
549.6,96.0853
549.721,96.0856
549.841,96.086
549.961,96.0864
550.08,96.0868
550.199,96.0873
550.317,96.0879
550.434,96.0884
550.55,96.0889
550.661,96.0895
550.775,96.0901
550.889,96.0907
551.003,96.0913
551.117,96.0918
551.228,96.0924
551.343,96.0929
551.459,96.0934
551.576,96.0939
551.694,96.0943
551.812,96.0947
551.932,96.0951
552.053,96.0955
552.175,96.0958
552.298,96.0961
552.422,96.0964
552.546,96.0965
552.67,96.0968
552.796,96.0969
552.921,96.0969
553.046,96.0969
553.166,96.0969
553.29,96.0969
553.413,96.0969
553.537,96.0966
553.659,96.0965
553.777,96.0964
553.9,96.0961
554.023,96.0958
554.145,96.0955
554.266,96.0952
554.387,96.0948
554.508,96.0944
554.628,96.094
554.748,96.0937
554.867,96.0933
554.986,96.0929
555.105,96.0924
555.224,96.0919
555.343,96.0914
555.462,96.091
555.581,96.0905
555.7,96.09
555.812,96.0895
555.932,96.0891
556.052,96.0886
556.173,96.0883
556.294,96.0879
556.407,96.0876
556.529,96.0873
556.651,96.0871
556.774,96.087
556.896,96.087
557.019,96.0868
557.142,96.087
557.265,96.087
557.386,96.0871
557.508,96.0873
557.629,96.0875
557.749,96.0877
557.87,96.088
557.991,96.0882
558.112,96.0885
558.232,96.0888
558.349,96.0889
558.469,96.0892
558.59,96.0895
558.711,96.0898
558.832,96.0901
558.948,96.0903
559.068,96.0906
559.188,96.0909
559.308,96.0911
559.428,96.0914
559.548,96.0917
559.668,96.0919
559.789,96.0921
559.908,96.0924
560.028,96.0927
560.148,96.0929
560.267,96.0932
560.386,96.0935
560.506,96.0937
560.625,96.094
560.745,96.0943
560.864,96.0946
560.98,96.0948
561.099,96.095
561.219,96.0953
561.339,96.0955
561.458,96.0957
561.573,96.0959
561.692,96.0961
561.812,96.0962
561.932,96.0964
562.053,96.0965
562.174,96.0965
562.295,96.0966
562.416,96.0968
562.538,96.0969
562.66,96.0969
562.783,96.097
562.904,96.0972
563.025,96.0972
563.145,96.0973
563.265,96.0975
563.385,96.0975
563.505,96.0976
563.624,96.0978
563.743,96.0979
