Temperature (¡C),Mass (%)
182.214,98.0511
182.342,98.0507
182.47,98.0503
182.599,98.0498
182.727,98.0494
182.856,98.0489
182.984,98.0485
183.112,98.0481
183.24,98.0476
183.367,98.0471
183.493,98.0466
183.619,98.046
183.744,98.0454
183.868,98.0449
183.991,98.0443
184.114,98.0436
184.231,98.0431
184.353,98.0425
184.475,98.0418
184.596,98.0412
184.717,98.0406
184.834,98.0402
184.955,98.0396
185.077,98.0391
185.199,98.0385
185.32,98.038
185.442,98.0376
185.563,98.0372
185.686,98.0367
185.808,98.0362
185.93,98.0358
186.052,98.0354
186.174,98.0348
186.296,98.0343
186.419,98.0337
186.542,98.0332
186.665,98.0326
186.787,98.0319
186.905,98.0313
187.027,98.0307
187.149,98.03
187.271,98.0293
187.393,98.0286
187.511,98.0278
187.632,98.0271
187.753,98.0263
187.875,98.0255
187.998,98.0246
188.121,98.0239
188.244,98.0231
188.368,98.0224
188.493,98.0216
188.618,98.0209
188.743,98.0201
188.869,98.0195
188.995,98.0188
189.12,98.0181
189.245,98.0176
189.37,98.0169
189.49,98.0163
189.614,98.0157
189.736,98.0151
189.858,98.0144
189.979,98.0139
190.095,98.0132
190.216,98.0126
190.336,98.012
190.456,98.0113
190.576,98.0106
190.697,98.0099
190.818,98.0091
190.939,98.0084
191.062,98.0077
191.184,98.007
191.307,98.0063
191.431,98.0057
191.554,98.0051
191.677,98.0044
191.798,98.0037
191.919,98.003
192.04,98.0023
192.151,98.0016
192.271,98.0009
192.391,98.0001
192.509,97.9994
192.628,97.9985
192.738,97.9977
192.857,97.9969
192.977,97.9961
193.098,97.9953
193.219,97.9943
193.341,97.9935
193.465,97.9927
193.588,97.9918
193.714,97.991
193.84,97.9902
193.966,97.9892
194.093,97.9885
194.22,97.9876
194.347,97.9867
194.474,97.9858
194.601,97.9849
194.724,97.984
194.851,97.9831
194.978,97.9822
195.104,97.9812
195.231,97.9801
195.355,97.9792
195.483,97.9782
195.61,97.9771
195.738,97.9761
195.865,97.975
195.992,97.9739
196.118,97.9727
196.244,97.9714
196.369,97.9702
196.493,97.969
196.616,97.9676
196.737,97.9663
196.858,97.965
196.978,97.9637
197.097,97.9625
197.216,97.9612
197.334,97.9599
197.448,97.9586
197.567,97.9574
197.687,97.9563
197.807,97.9551
197.929,97.9539
198.047,97.9529
198.172,97.9519
198.297,97.9509
198.423,97.9499
198.55,97.949
198.678,97.9481
198.806,97.9472
198.934,97.9465
199.063,97.9455
199.19,97.9448
199.317,97.944
199.443,97.9433
199.569,97.9427
199.694,97.942
199.817,97.9414
199.94,97.9408
200.062,97.9402
200.183,97.9396
200.303,97.939
200.422,97.9385
200.542,97.9379
200.661,97.9373
200.78,97.9367
200.899,97.9363
201.018,97.9357
201.137,97.9353
201.256,97.9348
201.374,97.9343
201.493,97.9338
201.612,97.9334
201.731,97.933
201.849,97.9325
201.968,97.9321
202.087,97.9317
202.208,97.9313
202.328,97.9309
202.45,97.9306
202.573,97.9301
202.692,97.9297
202.818,97.9292
202.946,97.9288
203.074,97.9283
203.203,97.9279
203.329,97.9274
203.459,97.9269
203.588,97.9264
203.717,97.9258
203.845,97.9254
203.971,97.9249
204.095,97.9244
204.218,97.924
204.338,97.9236
204.457,97.9232
204.574,97.9228
204.691,97.9224
204.806,97.9221
204.922,97.9217
205.037,97.9214
205.154,97.9211
205.267,97.921
205.386,97.9207
205.507,97.9203
205.629,97.92
205.753,97.9196
205.873,97.9193
205.998,97.9189
206.125,97.9185
206.253,97.9181
206.38,97.9178
206.508,97.9173
206.635,97.9169
206.762,97.9166
206.889,97.9162
207.014,97.9158
207.139,97.9153
207.264,97.915
207.387,97.9146
207.509,97.9143
207.632,97.9139
207.754,97.9137
207.876,97.9133
207.992,97.9129
208.114,97.9125
208.235,97.912
208.356,97.9115
208.476,97.9111
208.592,97.9105
208.712,97.9098
208.832,97.909
208.952,97.9083
209.072,97.9074
209.193,97.9064
209.313,97.9054
209.435,97.9043
209.557,97.9032
209.68,97.902
209.805,97.9009
209.93,97.8996
210.057,97.8984
210.184,97.8971
210.311,97.8959
210.44,97.8947
210.559,97.8936
210.688,97.8925
210.817,97.8913
210.947,97.8903
211.076,97.8893
211.196,97.8883
211.324,97.8874
211.452,97.8865
211.579,97.8856
211.705,97.8849
211.831,97.884
211.957,97.8832
212.081,97.8824
212.204,97.8816
212.327,97.8807
212.449,97.8799
212.571,97.8791
212.692,97.8781
212.813,97.8773
212.934,97.8763
213.055,97.8754
213.174,97.8745
213.289,97.8736
213.408,97.8727
213.528,97.8719
213.646,97.8712
213.765,97.8705
213.88,97.87
214,97.8694
214.12,97.869
214.24,97.8686
214.361,97.8682
214.482,97.8679
214.605,97.8678
214.727,97.8675
214.851,97.8672
214.975,97.8668
215.099,97.8666
215.224,97.8662
215.349,97.8659
215.473,97.8654
215.598,97.8649
215.723,97.8643
215.845,97.8639
215.971,97.8632
216.097,97.8627
216.223,97.862
216.35,97.8613
216.472,97.8605
216.599,97.8598
216.725,97.8591
216.851,97.8584
216.978,97.8576
217.103,97.8569
217.228,97.8561
217.352,97.8554
217.475,97.8547
217.596,97.8541
217.717,97.8534
217.837,97.8528
217.957,97.8522
218.075,97.8515
218.193,97.8511
218.311,97.8505
218.428,97.8499
218.544,97.8493
218.662,97.8488
218.781,97.8482
218.901,97.8475
219.022,97.847
219.144,97.8463
219.268,97.8455
219.392,97.8448
219.517,97.8441
219.643,97.8434
219.769,97.8426
219.896,97.842
220.021,97.8413
220.147,97.8406
220.272,97.8401
220.396,97.8394
220.519,97.8389
220.642,97.8383
220.764,97.8378
220.887,97.8373
221.009,97.8369
221.127,97.8364
221.249,97.8358
221.371,97.8352
221.493,97.8346
221.615,97.834
221.734,97.8333
221.858,97.8325
221.982,97.8317
222.106,97.8307
222.23,97.8299
222.354,97.8289
222.478,97.8279
222.601,97.8269
222.725,97.8258
222.849,97.8248
222.973,97.8238
223.097,97.8228
223.222,97.8218
223.347,97.8208
223.472,97.8197
223.597,97.8187
223.723,97.8178
223.844,97.8168
223.97,97.8158
224.096,97.815
224.222,97.814
224.347,97.8131
224.468,97.812
224.592,97.811
224.716,97.8101
224.84,97.8091
224.962,97.808
225.085,97.8069
225.207,97.806
225.328,97.8049
225.45,97.8038
225.572,97.8029
225.694,97.8018
225.817,97.8009
225.939,97.8
226.062,97.7993
226.186,97.7983
226.309,97.7977
226.428,97.7969
226.551,97.7964
226.673,97.7957
226.796,97.7953
226.919,97.7949
227.038,97.7945
227.161,97.7942
227.285,97.7939
227.409,97.7936
227.532,97.7935
227.656,97.7932
227.78,97.7929
227.904,97.7925
228.029,97.7922
228.153,97.7918
228.277,97.7913
228.4,97.791
228.524,97.7905
228.647,97.79
228.77,97.7895
228.892,97.7891
229.015,97.7885
229.127,97.7881
229.247,97.7876
229.368,97.7872
229.489,97.7867
229.61,97.7863
229.722,97.7859
229.844,97.7855
229.966,97.785
230.089,97.7845
230.213,97.784
230.338,97.7836
230.463,97.7829
230.587,97.7821
230.711,97.7814
230.835,97.7805
230.959,97.7796
231.082,97.7787
231.204,97.7779
231.325,97.7771
231.446,97.7763
231.566,97.7755
231.683,97.7747
231.803,97.7739
231.923,97.7731
232.043,97.7725
232.164,97.7718
232.281,97.7712
232.403,97.7706
232.525,97.7699
232.648,97.7693
232.77,97.7687
232.892,97.768
233.014,97.7675
233.136,97.7668
233.258,97.7661
233.379,97.7654
233.501,97.7647
233.622,97.7639
233.744,97.763
233.865,97.7623
233.986,97.7614
234.108,97.7607
234.231,97.7599
234.349,97.7591
234.472,97.7585
234.595,97.7577
234.718,97.757
234.841,97.7563
234.96,97.7556
235.084,97.7549
235.206,97.7543
235.328,97.7537
235.45,97.7531
235.572,97.7527
235.693,97.7521
235.814,97.7516
235.936,97.7511
236.058,97.7505
236.18,97.7498
236.303,97.7491
236.427,97.7483
236.552,97.7475
236.677,97.7467
236.801,97.7458
236.926,97.7451
237.05,97.7442
237.173,97.7435
237.296,97.7428
237.419,97.7421
237.542,97.7415
237.664,97.7409
237.787,97.7404
237.91,97.74
238.034,97.7396
238.158,97.7394
238.283,97.7391
238.41,97.7389
238.537,97.7387
238.664,97.7384
238.792,97.7382
238.921,97.7381
239.05,97.7377
239.178,97.7374
239.305,97.7371
239.432,97.7366
239.558,97.7361
239.678,97.7356
239.8,97.7351
239.922,97.7346
240.042,97.734
240.162,97.7334
240.276,97.7329
240.394,97.7323
240.513,97.7317
240.631,97.7311
240.75,97.7304
240.869,97.7298
240.989,97.7293
241.11,97.7287
241.231,97.7282
241.352,97.7276
241.473,97.7271
241.595,97.7266
241.716,97.7259
241.839,97.7253
241.96,97.7247
242.081,97.724
242.199,97.7232
242.32,97.7224
242.442,97.7215
242.564,97.7206
242.686,97.7196
242.805,97.7186
242.929,97.7176
243.053,97.7165
243.179,97.7153
243.305,97.7142
243.431,97.713
243.557,97.7119
243.683,97.7109
243.808,97.7098
243.933,97.7089
244.057,97.7079
244.179,97.7071
244.301,97.7063
244.421,97.7055
244.54,97.7049
244.659,97.7042
244.776,97.7036
244.889,97.7031
245.006,97.7027
245.123,97.7021
245.24,97.7017
245.359,97.7013
245.474,97.7009
245.595,97.7006
245.717,97.7003
245.84,97.7001
245.965,97.6998
246.091,97.6995
246.218,97.6992
246.345,97.699
246.473,97.6986
246.6,97.6983
246.727,97.6979
246.853,97.6976
246.978,97.6972
247.103,97.6968
247.226,97.6963
247.349,97.6959
247.462,97.6954
247.584,97.695
247.704,97.6945
247.825,97.6941
247.945,97.6937
248.056,97.6932
248.176,97.6928
248.296,97.6923
248.417,97.6919
248.538,97.6915
248.66,97.6911
248.782,97.6907
248.904,97.6903
249.027,97.6899
249.151,97.6893
249.274,97.6889
249.398,97.6883
249.522,97.6876
249.647,97.687
249.772,97.6863
249.897,97.6855
250.021,97.6846
250.142,97.6838
250.267,97.6829
250.392,97.682
250.518,97.6809
250.645,97.6797
250.767,97.6786
250.894,97.6774
251.021,97.6764
251.148,97.6752
251.275,97.6741
251.402,97.673
251.527,97.6719
251.652,97.671
251.777,97.6699
251.901,97.6689
252.025,97.668
252.147,97.6671
252.268,97.6663
252.389,97.6653
252.51,97.6645
252.631,97.6637
252.748,97.6629
252.869,97.662
252.99,97.6612
253.112,97.6604
253.234,97.6596
253.353,97.6587
253.477,97.6579
253.6,97.657
253.725,97.6561
253.85,97.6553
253.974,97.6544
254.098,97.6536
254.222,97.6527
254.346,97.6518
254.47,97.651
254.594,97.6502
254.717,97.6495
254.841,97.6488
254.964,97.6481
255.086,97.6474
255.209,97.6467
255.331,97.6462
255.453,97.6456
255.574,97.6451
255.696,97.6446
255.817,97.6442
255.937,97.6438
256.056,97.6434
256.174,97.643
256.292,97.6426
256.409,97.6421
256.526,97.6417
256.644,97.6412
256.761,97.6408
256.878,97.6404
256.996,97.64
257.115,97.6395
257.234,97.639
257.354,97.6386
257.474,97.638
257.596,97.6374
257.72,97.6367
257.844,97.6361
257.964,97.6354
258.089,97.6348
258.213,97.634
258.338,97.6332
258.463,97.6325
258.585,97.6317
258.712,97.6309
258.838,97.63
258.964,97.6292
259.091,97.6284
259.218,97.6276
259.346,97.6268
259.473,97.626
259.6,97.6252
259.728,97.6246
259.854,97.6238
259.98,97.6233
260.105,97.6226
260.228,97.622
260.35,97.6214
260.47,97.6207
260.589,97.6201
260.702,97.6194
260.818,97.6187
260.934,97.6181
261.048,97.6174
261.163,97.6166
261.272,97.616
261.388,97.6153
261.504,97.6145
261.623,97.6137
261.744,97.613
261.865,97.6122
261.99,97.6114
262.115,97.6107
262.242,97.6101
262.371,97.6093
262.5,97.6086
262.629,97.608
262.757,97.6073
262.886,97.6066
263.014,97.6059
263.141,97.6054
263.263,97.6047
263.389,97.6041
263.513,97.6034
263.636,97.6028
263.759,97.6021
263.878,97.6014
264,97.6008
264.122,97.6
264.243,97.5994
264.365,97.5986
264.486,97.5978
264.606,97.5971
264.726,97.5962
264.846,97.5953
264.965,97.5944
265.083,97.5934
265.202,97.5924
265.32,97.5915
265.439,97.5905
265.558,97.5894
265.677,97.5883
265.797,97.5873
265.909,97.5862
266.031,97.5851
266.153,97.5842
266.277,97.5832
266.401,97.5822
266.517,97.5813
266.641,97.5804
266.765,97.5795
266.889,97.5786
267.013,97.5777
267.136,97.5769
267.258,97.576
267.38,97.5752
267.502,97.5744
267.623,97.5735
267.744,97.5727
267.866,97.5719
267.987,97.571
268.109,97.5701
268.232,97.5694
268.354,97.5685
268.473,97.5677
268.597,97.5669
268.721,97.5661
268.844,97.5653
268.968,97.5646
269.086,97.5638
269.209,97.5631
269.332,97.5624
269.455,97.5618
269.577,97.5613
269.699,97.5607
269.821,97.5602
269.942,97.5598
270.064,97.5593
270.185,97.5589
270.306,97.5587
270.426,97.5583
270.546,97.558
270.666,97.5576
270.787,97.5573
270.907,97.5567
271.028,97.5563
271.144,97.5558
271.264,97.5552
271.384,97.5547
271.504,97.554
271.624,97.5533
271.74,97.5526
271.861,97.5519
271.982,97.5512
272.103,97.5505
272.224,97.55
272.347,97.5493
272.47,97.5487
272.593,97.5482
272.716,97.5476
272.839,97.5472
272.963,97.5468
273.087,97.5464
273.211,97.5461
273.336,97.5457
273.46,97.5453
273.584,97.5449
273.708,97.5445
273.832,97.544
273.956,97.5436
274.079,97.543
274.202,97.5424
274.324,97.5418
274.445,97.5413
274.567,97.5407
274.689,97.54
274.811,97.5394
274.933,97.5385
275.055,97.5379
275.177,97.5372
275.302,97.5366
275.427,97.5358
275.552,97.5351
275.679,97.5344
275.806,97.5337
275.933,97.5331
276.061,97.5325
276.189,97.5318
276.316,97.5312
276.439,97.5305
276.566,97.5298
276.692,97.5292
276.817,97.5285
276.942,97.5278
277.061,97.5271
277.183,97.5263
277.304,97.5255
277.425,97.5246
277.546,97.5238
277.667,97.5229
277.788,97.522
277.908,97.521
278.029,97.5201
278.15,97.5191
278.271,97.5181
278.394,97.5173
278.517,97.5163
278.64,97.5155
278.764,97.5146
278.887,97.5137
279.006,97.5129
279.128,97.5121
279.249,97.5111
279.37,97.5102
279.489,97.5093
279.604,97.5084
279.723,97.5074
279.842,97.5063
279.961,97.5053
280.079,97.5042
280.199,97.5031
280.319,97.502
280.44,97.5009
280.563,97.4999
280.686,97.499
280.811,97.498
280.937,97.4971
281.065,97.4962
281.192,97.4953
281.32,97.4945
281.448,97.4936
281.576,97.4929
281.699,97.4922
281.826,97.4917
281.951,97.491
282.075,97.4904
282.196,97.4897
282.311,97.4891
282.43,97.4885
282.549,97.488
282.667,97.4873
282.785,97.4867
282.902,97.4863
283.021,97.4856
283.14,97.4851
283.261,97.4846
283.382,97.484
283.504,97.4835
283.626,97.4831
283.748,97.4826
283.871,97.482
283.994,97.4815
284.117,97.4811
284.23,97.4805
284.353,97.4799
284.474,97.4793
284.596,97.4787
284.717,97.4783
284.83,97.4777
284.95,97.4771
285.07,97.4765
285.19,97.476
285.31,97.4753
285.43,97.4747
285.55,97.474
285.671,97.4735
285.791,97.4728
285.91,97.4722
286.03,97.4715
286.15,97.471
286.27,97.4703
286.39,97.4697
286.51,97.469
286.63,97.4684
286.75,97.4677
286.866,97.4671
286.988,97.4663
287.11,97.4656
287.233,97.4649
287.358,97.4642
287.478,97.4634
287.604,97.4626
287.731,97.4618
287.858,97.4609
287.985,97.4601
288.112,97.4593
288.238,97.4584
288.364,97.4576
288.49,97.4569
288.614,97.4561
288.738,97.4553
288.856,97.4547
288.977,97.454
289.097,97.4534
289.216,97.4529
289.336,97.4525
289.45,97.4522
289.569,97.4518
289.688,97.4515
289.807,97.4512
289.926,97.4509
290.046,97.4506
290.166,97.4503
290.287,97.4499
290.409,97.4495
290.531,97.4491
290.653,97.4485
290.776,97.448
290.899,97.4474
291.022,97.4467
291.146,97.446
291.269,97.4454
291.393,97.4447
291.516,97.444
291.639,97.4432
291.762,97.4426
291.884,97.4418
292.006,97.4411
292.127,97.4404
292.247,97.4399
292.367,97.4392
292.487,97.4386
292.607,97.4378
292.726,97.4371
292.845,97.4363
292.964,97.4354
293.084,97.4346
293.205,97.4336
293.326,97.4325
293.448,97.4316
293.571,97.4305
293.695,97.4294
293.82,97.4283
293.945,97.4272
294.067,97.426
294.194,97.4248
294.321,97.4237
294.449,97.4226
294.577,97.4215
294.7,97.4205
294.828,97.4195
294.955,97.4185
295.082,97.4177
295.209,97.4168
295.335,97.416
295.462,97.4153
295.588,97.4145
295.713,97.4139
295.838,97.4132
295.963,97.4126
296.087,97.4119
296.21,97.4113
296.331,97.4105
296.453,97.4098
296.574,97.4091
296.694,97.4084
296.81,97.4076
296.928,97.4069
297.046,97.406
297.164,97.4052
297.282,97.4043
297.396,97.4035
297.514,97.4026
297.632,97.4018
297.751,97.4011
297.87,97.4003
297.99,97.3996
298.11,97.3989
298.231,97.3982
298.352,97.3974
298.472,97.3967
298.593,97.396
298.715,97.3953
298.836,97.3945
298.959,97.3938
299.08,97.3932
299.201,97.3924
299.319,97.3917
299.44,97.391
299.563,97.3902
299.687,97.3894
299.811,97.3886
299.931,97.3878
300.056,97.3869
300.181,97.3862
300.308,97.3853
300.434,97.3844
300.561,97.3836
300.688,97.3827
300.814,97.3818
300.941,97.3811
301.068,97.3802
301.194,97.3795
301.318,97.3787
301.441,97.378
301.563,97.3773
301.685,97.3767
301.806,97.376
301.928,97.3756
302.041,97.375
302.162,97.3745
302.283,97.374
302.405,97.3736
302.526,97.3732
302.64,97.3727
302.763,97.3722
302.887,97.3718
303.011,97.3714
303.136,97.3709
303.262,97.3704
303.387,97.3699
303.513,97.3693
303.639,97.3689
303.765,97.3683
303.892,97.3677
304.017,97.3671
304.143,97.3664
304.267,97.3658
304.391,97.3651
304.514,97.3643
304.633,97.3635
304.755,97.3627
304.877,97.3618
304.999,97.361
305.12,97.3601
305.237,97.3591
305.359,97.3583
305.479,97.3573
305.6,97.3565
305.721,97.3556
305.843,97.3547
305.964,97.3538
306.084,97.353
306.205,97.3521
306.326,97.3514
306.447,97.3505
306.568,97.3496
306.688,97.3487
306.809,97.3479
306.93,97.3469
307.052,97.346
307.173,97.345
307.289,97.3439
307.41,97.3428
307.531,97.3418
307.653,97.3408
307.775,97.3396
307.893,97.3385
308.016,97.3375
308.139,97.3363
308.262,97.3353
308.385,97.3342
308.509,97.3332
308.632,97.3322
308.756,97.3311
308.88,97.3301
309.003,97.329
309.127,97.3279
309.251,97.327
309.375,97.3259
309.499,97.3249
309.623,97.3238
309.747,97.3227
309.871,97.3218
309.995,97.3208
310.12,97.3197
310.243,97.3186
310.366,97.3176
310.488,97.3164
310.609,97.3154
310.729,97.3143
310.849,97.3132
310.968,97.3122
311.087,97.3111
311.205,97.3102
311.322,97.3092
311.44,97.3084
311.559,97.3074
311.679,97.3066
311.799,97.3058
311.92,97.3052
312.043,97.3045
312.167,97.3039
312.292,97.3033
312.417,97.3027
312.539,97.3023
312.666,97.3017
312.792,97.3011
312.919,97.3005
313.045,97.3
313.167,97.2994
313.293,97.2987
313.418,97.298
313.542,97.2973
313.666,97.2966
313.79,97.296
313.913,97.2951
314.037,97.2945
314.159,97.2938
314.281,97.2931
314.403,97.2925
314.525,97.2918
314.647,97.2913
314.77,97.2907
314.892,97.2902
315.014,97.2896
315.132,97.2892
315.254,97.2886
315.375,97.2881
315.497,97.2876
315.617,97.287
315.733,97.2864
315.853,97.2858
315.973,97.2851
316.094,97.2843
316.216,97.2834
316.338,97.2826
316.461,97.2816
316.585,97.2807
316.709,97.2797
316.833,97.2786
316.957,97.2775
317.081,97.2764
317.204,97.2753
317.327,97.2742
317.45,97.273
317.572,97.2718
317.694,97.2708
317.812,97.2698
317.933,97.2687
318.054,97.2676
318.175,97.2666
318.296,97.2657
318.413,97.2648
318.535,97.264
318.656,97.2631
318.778,97.2622
318.902,97.2614
319.025,97.2604
319.15,97.2596
319.274,97.2587
319.4,97.2578
319.525,97.257
319.651,97.2561
319.777,97.2553
319.902,97.2545
320.027,97.2537
320.151,97.2529
320.274,97.252
320.388,97.2512
320.511,97.2503
320.633,97.2495
320.754,97.2488
320.875,97.248
320.987,97.2473
321.107,97.2466
321.227,97.2459
321.347,97.2452
321.467,97.2446
321.587,97.2439
321.707,97.2432
321.827,97.2424
321.949,97.2418
322.07,97.2411
322.192,97.2404
322.314,97.2396
322.435,97.2389
322.558,97.2382
322.68,97.2374
322.804,97.2367
322.926,97.2359
323.043,97.2351
323.165,97.2344
323.288,97.2335
323.41,97.2329
323.532,97.2321
323.65,97.2316
323.773,97.2309
323.895,97.2304
324.016,97.2299
324.138,97.2294
324.26,97.229
324.382,97.2286
324.504,97.2282
324.627,97.2278
324.749,97.2274
324.872,97.227
324.995,97.2266
325.118,97.2262
325.241,97.2258
325.364,97.2254
325.488,97.2249
325.607,97.2244
325.731,97.2239
325.855,97.2233
325.979,97.2227
326.102,97.2221
326.221,97.2215
326.345,97.2209
326.469,97.2203
326.592,97.2197
326.714,97.2192
326.836,97.2188
326.958,97.2182
327.08,97.2179
327.201,97.2175
327.323,97.2171
327.444,97.2168
327.565,97.2166
327.687,97.2163
327.809,97.216
327.931,97.2156
328.053,97.2153
328.175,97.2149
328.298,97.2145
328.42,97.214
328.542,97.2135
328.665,97.2129
328.787,97.2123
328.91,97.2115
329.033,97.2108
329.156,97.2099
329.278,97.209
329.4,97.208
329.522,97.207
329.644,97.206
329.765,97.2049
329.885,97.2039
330.006,97.2028
330.127,97.2017
330.249,97.2006
330.37,97.1995
330.492,97.1984
330.614,97.1974
330.736,97.1963
330.856,97.1952
330.98,97.1941
331.105,97.193
331.231,97.192
331.358,97.1909
331.48,97.1899
331.607,97.1889
331.734,97.1879
331.861,97.1867
331.988,97.1857
332.114,97.1845
332.24,97.1834
332.365,97.1823
332.49,97.1812
332.614,97.1801
332.738,97.1789
332.861,97.1777
332.984,97.1766
333.106,97.1755
333.229,97.1744
333.351,97.1733
333.474,97.1722
333.592,97.1711
333.715,97.17
333.838,97.1689
333.96,97.1678
334.082,97.1669
334.201,97.1659
334.323,97.165
334.445,97.164
334.568,97.1631
334.689,97.1623
334.811,97.1615
334.931,97.1608
335.052,97.1599
335.173,97.1593
335.294,97.1586
335.416,97.158
335.538,97.1573
335.661,97.1568
335.784,97.1562
335.907,97.1557
336.029,97.1551
336.148,97.1544
336.272,97.1538
336.397,97.1532
336.522,97.1526
336.647,97.1521
336.768,97.1515
336.893,97.1508
337.018,97.1503
337.142,97.1496
337.266,97.149
337.389,97.1484
337.512,97.1478
337.633,97.1471
337.755,97.1466
337.877,97.146
337.998,97.1455
338.12,97.1449
338.242,97.1444
338.365,97.1439
338.487,97.1434
338.61,97.143
338.733,97.1426
338.848,97.142
338.971,97.1416
339.093,97.1411
339.215,97.1407
339.337,97.1402
339.45,97.1398
339.572,97.1393
339.694,97.1388
339.813,97.1382
339.933,97.1376
340.052,97.1371
340.171,97.1363
340.29,97.1356
340.409,97.1348
340.528,97.134
340.647,97.1333
340.767,97.1325
340.888,97.1316
341.011,97.1307
341.134,97.1299
341.257,97.1289
341.376,97.1279
341.499,97.127
341.623,97.1261
341.748,97.1252
341.872,97.1244
341.992,97.1236
342.115,97.1227
342.239,97.1219
342.362,97.1211
342.485,97.1203
342.608,97.1196
342.73,97.1187
342.852,97.1179
342.974,97.1171
343.096,97.1162
343.218,97.1153
343.341,97.1145
343.463,97.1135
343.585,97.1125
343.707,97.1116
343.83,97.1105
343.953,97.1095
344.072,97.1085
344.195,97.1073
344.318,97.1063
344.44,97.1053
344.561,97.1043
344.678,97.1032
344.799,97.1022
344.92,97.1014
345.04,97.1005
345.16,97.0997
345.28,97.0989
345.399,97.0982
345.518,97.0975
345.637,97.0968
345.757,97.0961
345.877,97.0955
345.998,97.0948
346.118,97.0941
346.24,97.0934
346.362,97.0927
346.484,97.092
346.607,97.0913
346.73,97.0904
346.854,97.0895
346.977,97.0887
347.101,97.0877
347.225,97.0867
347.349,97.0858
347.473,97.0848
347.597,97.084
347.721,97.083
347.844,97.0821
347.968,97.0811
348.093,97.0802
348.217,97.0793
348.341,97.0783
348.465,97.0776
348.589,97.0768
348.713,97.076
348.837,97.0754
348.961,97.0746
349.086,97.0739
349.209,97.0732
349.329,97.0726
349.451,97.0719
349.573,97.0712
349.695,97.0704
349.816,97.0697
349.932,97.069
350.053,97.0681
350.174,97.0673
350.294,97.0665
350.414,97.0657
350.533,97.0649
350.652,97.0641
350.772,97.0633
350.891,97.0627
351.01,97.0619
351.129,97.0612
351.248,97.0606
351.367,97.0598
351.487,97.0591
351.606,97.0585
351.725,97.0577
351.841,97.057
351.962,97.0563
352.084,97.0555
352.205,97.0546
352.328,97.0537
352.446,97.0529
352.569,97.0519
352.693,97.0509
352.817,97.0499
352.942,97.0488
353.067,97.0478
353.192,97.0467
353.318,97.0455
353.443,97.0444
353.567,97.0433
353.69,97.0422
353.812,97.0413
353.934,97.0402
354.055,97.0392
354.175,97.0382
354.295,97.0374
354.414,97.0365
354.528,97.0356
354.647,97.0348
354.766,97.034
354.885,97.0331
355.004,97.0323
355.119,97.0314
355.238,97.0305
355.359,97.0296
355.48,97.0286
355.601,97.0276
355.724,97.0264
355.847,97.0253
355.97,97.0241
356.095,97.0229
356.221,97.0217
356.347,97.0206
356.474,97.0193
356.601,97.0182
356.727,97.0171
356.853,97.016
356.979,97.0151
357.096,97.014
357.22,97.0131
357.345,97.0123
357.468,97.0114
357.591,97.0105
357.704,97.0097
357.825,97.009
357.946,97.0082
358.067,97.0075
358.188,97.0067
358.308,97.0059
358.43,97.0052
358.552,97.0043
358.674,97.0035
358.797,97.0027
358.92,97.0019
359.043,97.0011
359.167,97.0002
359.291,96.9994
359.415,96.9985
359.539,96.9976
359.663,96.9968
359.781,96.996
359.904,96.9951
360.026,96.9944
360.149,96.9936
360.272,96.9929
360.39,96.9922
360.513,96.9917
360.637,96.9911
360.76,96.9905
360.885,96.99
361.009,96.9895
361.134,96.9889
361.26,96.9883
361.384,96.9877
361.509,96.9871
361.632,96.9865
361.754,96.9857
361.875,96.9849
361.995,96.9842
362.113,96.9833
362.231,96.9824
362.343,96.9816
362.459,96.9806
362.575,96.9797
362.691,96.9788
362.807,96.9779
362.92,96.9769
363.037,96.9761
363.155,96.9752
363.274,96.9743
363.393,96.9735
363.513,96.9726
363.634,96.9718
363.755,96.9709
363.876,96.97
363.997,96.9691
364.119,96.9681
364.24,96.9671
364.362,96.9661
364.484,96.965
364.605,96.964
364.727,96.9629
364.849,96.9617
364.971,96.9606
365.094,96.9594
365.218,96.9583
365.342,96.9571
365.466,96.9559
365.591,96.9547
365.715,96.9535
365.838,96.9524
365.962,96.9511
366.084,96.95
366.206,96.9489
366.327,96.9479
366.447,96.9469
366.568,96.9459
366.687,96.945
366.807,96.9441
366.927,96.9432
367.048,96.9424
367.169,96.9416
367.29,96.9409
367.412,96.9402
367.53,96.9394
367.652,96.9387
367.775,96.938
367.898,96.9372
368.021,96.9364
368.14,96.9356
368.264,96.9347
368.388,96.9339
368.512,96.933
368.636,96.9321
368.759,96.9311
368.882,96.9303
369.005,96.9293
369.128,96.9284
369.25,96.9275
369.372,96.9266
369.494,96.9258
369.615,96.9248
369.736,96.924
369.857,96.923
369.978,96.9221
370.098,96.9211
370.214,96.9203
370.334,96.9193
370.454,96.9185
370.573,96.9175
370.693,96.9167
370.808,96.9157
370.928,96.9148
371.048,96.9138
371.169,96.9128
371.29,96.9119
371.413,96.911
371.535,96.9101
371.658,96.9092
371.782,96.9084
371.905,96.9074
372.029,96.9065
372.152,96.9057
372.276,96.9048
372.399,96.9039
372.522,96.903
372.644,96.902
372.762,96.901
372.884,96.9001
373.005,96.8992
373.126,96.8982
373.247,96.8973
373.364,96.8964
373.484,96.8955
373.605,96.8946
373.726,96.8937
373.847,96.8928
373.968,96.892
374.09,96.8911
374.213,96.8904
