dataset_source,phase,type,wt_pct,wavelength_(nm),mms1,mms2,jsc_mars-1,mgs-1_prototype,temperature_(¡c),m/z_18_(h2o),m/z_32_(o2),m/z_44_(co2),m/z_64_(so2),mass_(%),diameter_(microns),%_retained,%_channel
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Plagioclase,Crystalline,27.1,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Pyroxene,Crystalline,20.3,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Olivine,Crystalline,13.7,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Magnetite,Crystalline,1.9,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Hematite,Crystalline,1.1,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Anhydrite,Crystalline,0.9,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Quartz,Crystalline,0.0,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Ilmenite,Crystalline,0.0,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Basaltic Glass,Amorphous,22.9,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Hydrated Silica (Opal),Amorphous,5.0,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Mg-sulfate,Amorphous,4.0,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Ferrihydrite,Amorphous,1.7,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Fe-carbonate,Amorphous,1.4,,,,,,,,,,,,,,
fig5_tgData.csv,,,,,,,,,254.222,,,,,97.6527,,,
fig5_tgData.csv,,,,,,,,,254.346,,,,,97.6518,,,
fig5_tgData.csv,,,,,,,,,254.47,,,,,97.651,,,
fig5_tgData.csv,,,,,,,,,254.594,,,,,97.6502,,,
fig5_tgData.csv,,,,,,,,,254.717,,,,,97.6495,,,
fig5_tgData.csv,,,,,,,,,254.841,,,,,97.6488,,,
fig5_tgData.csv,,,,,,,,,254.964,,,,,97.6481,,,
fig5_tgData.csv,,,,,,,,,255.086,,,,,97.6474,,,
fig5_tgData.csv,,,,,,,,,255.209,,,,,97.6467,,,
fig5_tgData.csv,,,,,,,,,255.331,,,,,97.6462,,,
fig5_tgData.csv,,,,,,,,,255.453,,,,,97.6456,,,
fig5_tgData.csv,,,,,,,,,255.574,,,,,97.6451,,,
fig5_tgData.csv,,,,,,,,,255.696,,,,,97.6446,,,
fig5_tgData.csv,,,,,,,,,255.817,,,,,97.6442,,,
fig5_tgData.csv,,,,,,,,,255.937,,,,,97.6438,,,
fig5_tgData.csv,,,,,,,,,256.056,,,,,97.6434,,,
fig5_tgData.csv,,,,,,,,,256.174,,,,,97.643,,,
fig5_tgData.csv,,,,,,,,,256.292,,,,,97.6426,,,
fig5_tgData.csv,,,,,,,,,256.409,,,,,97.6421,,,
fig5_tgData.csv,,,,,,,,,256.526,,,,,97.6417,,,
fig5_tgData.csv,,,,,,,,,256.644,,,,,97.6412,,,
fig5_tgData.csv,,,,,,,,,256.761,,,,,97.6408,,,
fig5_tgData.csv,,,,,,,,,256.878,,,,,97.6404,,,
fig5_tgData.csv,,,,,,,,,256.996,,,,,97.64,,,
fig5_tgData.csv,,,,,,,,,257.115,,,,,97.6395,,,
fig5_tgData.csv,,,,,,,,,257.234,,,,,97.639,,,
fig5_tgData.csv,,,,,,,,,257.354,,,,,97.6386,,,
fig5_tgData.csv,,,,,,,,,257.474,,,,,97.638,,,
fig5_tgData.csv,,,,,,,,,257.596,,,,,97.6374,,,
fig5_tgData.csv,,,,,,,,,257.72,,,,,97.6367,,,
fig5_tgData.csv,,,,,,,,,257.844,,,,,97.6361,,,
fig5_tgData.csv,,,,,,,,,257.964,,,,,97.6354,,,
fig5_tgData.csv,,,,,,,,,258.089,,,,,97.6348,,,
fig5_tgData.csv,,,,,,,,,258.213,,,,,97.634,,,
fig5_tgData.csv,,,,,,,,,258.338,,,,,97.6332,,,
fig5_tgData.csv,,,,,,,,,258.463,,,,,97.6325,,,
fig5_tgData.csv,,,,,,,,,258.585,,,,,97.6317,,,
fig5_tgData.csv,,,,,,,,,258.712,,,,,97.6309,,,
fig5_tgData.csv,,,,,,,,,258.838,,,,,97.63,,,
fig5_tgData.csv,,,,,,,,,258.964,,,,,97.6292,,,
fig5_tgData.csv,,,,,,,,,259.091,,,,,97.6284,,,
fig5_tgData.csv,,,,,,,,,259.218,,,,,97.6276,,,
fig5_tgData.csv,,,,,,,,,259.346,,,,,97.6268,,,
fig5_tgData.csv,,,,,,,,,259.473,,,,,97.626,,,
fig5_tgData.csv,,,,,,,,,259.6,,,,,97.6252,,,
fig5_tgData.csv,,,,,,,,,259.728,,,,,97.6246,,,
fig5_tgData.csv,,,,,,,,,259.854,,,,,97.6238,,,
fig5_tgData.csv,,,,,,,,,259.98,,,,,97.6233,,,
fig5_tgData.csv,,,,,,,,,260.105,,,,,97.6226,,,
fig5_tgData.csv,,,,,,,,,260.228,,,,,97.622,,,
fig5_tgData.csv,,,,,,,,,260.35,,,,,97.6214,,,
fig5_tgData.csv,,,,,,,,,260.47,,,,,97.6207,,,
fig5_tgData.csv,,,,,,,,,260.589,,,,,97.6201,,,
fig5_tgData.csv,,,,,,,,,260.702,,,,,97.6194,,,
fig5_tgData.csv,,,,,,,,,260.818,,,,,97.6187,,,
fig5_tgData.csv,,,,,,,,,260.934,,,,,97.6181,,,
fig5_tgData.csv,,,,,,,,,261.048,,,,,97.6174,,,
fig5_tgData.csv,,,,,,,,,261.163,,,,,97.6166,,,
fig5_tgData.csv,,,,,,,,,261.272,,,,,97.616,,,
fig5_tgData.csv,,,,,,,,,261.388,,,,,97.6153,,,
fig5_tgData.csv,,,,,,,,,261.504,,,,,97.6145,,,
fig5_tgData.csv,,,,,,,,,261.623,,,,,97.6137,,,
fig5_tgData.csv,,,,,,,,,261.744,,,,,97.613,,,
fig5_tgData.csv,,,,,,,,,261.865,,,,,97.6122,,,
fig5_tgData.csv,,,,,,,,,261.99,,,,,97.6114,,,
fig5_tgData.csv,,,,,,,,,262.115,,,,,97.6107,,,
fig5_tgData.csv,,,,,,,,,262.242,,,,,97.6101,,,
fig5_tgData.csv,,,,,,,,,262.371,,,,,97.6093,,,
fig5_tgData.csv,,,,,,,,,262.5,,,,,97.6086,,,
fig5_tgData.csv,,,,,,,,,262.629,,,,,97.608,,,
fig5_tgData.csv,,,,,,,,,262.757,,,,,97.6073,,,
fig5_tgData.csv,,,,,,,,,262.886,,,,,97.6066,,,
fig5_tgData.csv,,,,,,,,,263.014,,,,,97.6059,,,
fig5_tgData.csv,,,,,,,,,263.141,,,,,97.6054,,,
fig5_tgData.csv,,,,,,,,,263.263,,,,,97.6047,,,
fig5_tgData.csv,,,,,,,,,263.389,,,,,97.6041,,,
fig5_tgData.csv,,,,,,,,,263.513,,,,,97.6034,,,
fig5_tgData.csv,,,,,,,,,263.636,,,,,97.6028,,,
fig5_tgData.csv,,,,,,,,,263.759,,,,,97.6021,,,
fig5_tgData.csv,,,,,,,,,263.878,,,,,97.6014,,,
fig5_tgData.csv,,,,,,,,,264.0,,,,,97.6008,,,
fig5_tgData.csv,,,,,,,,,264.122,,,,,97.6,,,
fig5_tgData.csv,,,,,,,,,264.243,,,,,97.5994,,,
fig5_tgData.csv,,,,,,,,,264.365,,,,,97.5986,,,
fig5_tgData.csv,,,,,,,,,264.486,,,,,97.5978,,,
fig5_tgData.csv,,,,,,,,,264.606,,,,,97.5971,,,
fig5_tgData.csv,,,,,,,,,264.726,,,,,97.5962,,,
fig5_tgData.csv,,,,,,,,,264.846,,,,,97.5953,,,
fig5_tgData.csv,,,,,,,,,264.965,,,,,97.5944,,,
fig5_tgData.csv,,,,,,,,,265.083,,,,,97.5934,,,
fig5_tgData.csv,,,,,,,,,265.202,,,,,97.5924,,,
fig5_tgData.csv,,,,,,,,,265.32,,,,,97.5915,,,
fig5_tgData.csv,,,,,,,,,265.439,,,,,97.5905,,,
fig5_tgData.csv,,,,,,,,,265.558,,,,,97.5894,,,
fig5_tgData.csv,,,,,,,,,265.677,,,,,97.5883,,,
fig5_tgData.csv,,,,,,,,,265.797,,,,,97.5873,,,
fig5_tgData.csv,,,,,,,,,265.909,,,,,97.5862,,,
fig5_tgData.csv,,,,,,,,,266.031,,,,,97.5851,,,
fig5_tgData.csv,,,,,,,,,266.153,,,,,97.5842,,,
fig5_tgData.csv,,,,,,,,,266.277,,,,,97.5832,,,
fig5_tgData.csv,,,,,,,,,266.401,,,,,97.5822,,,
fig5_tgData.csv,,,,,,,,,266.517,,,,,97.5813,,,
fig5_tgData.csv,,,,,,,,,266.641,,,,,97.5804,,,
fig5_tgData.csv,,,,,,,,,266.765,,,,,97.5795,,,
fig5_tgData.csv,,,,,,,,,266.889,,,,,97.5786,,,
fig5_tgData.csv,,,,,,,,,267.013,,,,,97.5777,,,
fig5_tgData.csv,,,,,,,,,267.136,,,,,97.5769,,,
fig5_tgData.csv,,,,,,,,,267.258,,,,,97.576,,,
fig5_tgData.csv,,,,,,,,,267.38,,,,,97.5752,,,
fig5_tgData.csv,,,,,,,,,267.502,,,,,97.5744,,,
fig5_tgData.csv,,,,,,,,,267.623,,,,,97.5735,,,
fig5_tgData.csv,,,,,,,,,267.744,,,,,97.5727,,,
fig5_tgData.csv,,,,,,,,,267.866,,,,,97.5719,,,
fig5_tgData.csv,,,,,,,,,267.987,,,,,97.571,,,
fig5_tgData.csv,,,,,,,,,268.109,,,,,97.5701,,,
fig5_tgData.csv,,,,,,,,,268.232,,,,,97.5694,,,
fig5_tgData.csv,,,,,,,,,268.354,,,,,97.5685,,,
fig5_tgData.csv,,,,,,,,,268.473,,,,,97.5677,,,
fig5_tgData.csv,,,,,,,,,268.597,,,,,97.5669,,,
fig5_tgData.csv,,,,,,,,,268.721,,,,,97.5661,,,
fig5_tgData.csv,,,,,,,,,268.844,,,,,97.5653,,,
fig5_tgData.csv,,,,,,,,,268.968,,,,,97.5646,,,
fig5_tgData.csv,,,,,,,,,269.086,,,,,97.5638,,,
fig5_tgData.csv,,,,,,,,,269.209,,,,,97.5631,,,
fig5_tgData.csv,,,,,,,,,269.332,,,,,97.5624,,,
fig5_tgData.csv,,,,,,,,,269.455,,,,,97.5618,,,
fig5_tgData.csv,,,,,,,,,269.577,,,,,97.5613,,,
fig5_tgData.csv,,,,,,,,,269.699,,,,,97.5607,,,
fig5_tgData.csv,,,,,,,,,269.821,,,,,97.5602,,,
fig5_tgData.csv,,,,,,,,,269.942,,,,,97.5598,,,
fig5_tgData.csv,,,,,,,,,270.064,,,,,97.5593,,,
fig5_tgData.csv,,,,,,,,,270.185,,,,,97.5589,,,
fig5_tgData.csv,,,,,,,,,270.306,,,,,97.5587,,,
fig5_tgData.csv,,,,,,,,,270.426,,,,,97.5583,,,
fig5_tgData.csv,,,,,,,,,270.546,,,,,97.558,,,
fig5_tgData.csv,,,,,,,,,270.666,,,,,97.5576,,,
fig5_tgData.csv,,,,,,,,,270.787,,,,,97.5573,,,
fig5_tgData.csv,,,,,,,,,270.907,,,,,97.5567,,,
fig5_tgData.csv,,,,,,,,,271.028,,,,,97.5563,,,
fig5_tgData.csv,,,,,,,,,271.144,,,,,97.5558,,,
fig5_tgData.csv,,,,,,,,,271.264,,,,,97.5552,,,
fig5_tgData.csv,,,,,,,,,271.384,,,,,97.5547,,,
fig5_tgData.csv,,,,,,,,,271.504,,,,,97.554,,,
fig5_tgData.csv,,,,,,,,,271.624,,,,,97.5533,,,
fig5_tgData.csv,,,,,,,,,271.74,,,,,97.5526,,,
fig5_tgData.csv,,,,,,,,,271.861,,,,,97.5519,,,
fig5_tgData.csv,,,,,,,,,271.982,,,,,97.5512,,,
fig5_tgData.csv,,,,,,,,,272.103,,,,,97.5505,,,
fig5_tgData.csv,,,,,,,,,272.224,,,,,97.55,,,
fig5_tgData.csv,,,,,,,,,272.347,,,,,97.5493,,,
fig5_tgData.csv,,,,,,,,,272.47,,,,,97.5487,,,
fig5_tgData.csv,,,,,,,,,272.593,,,,,97.5482,,,
fig5_tgData.csv,,,,,,,,,272.716,,,,,97.5476,,,
fig5_tgData.csv,,,,,,,,,272.839,,,,,97.5472,,,
fig5_tgData.csv,,,,,,,,,272.963,,,,,97.5468,,,
fig5_tgData.csv,,,,,,,,,273.087,,,,,97.5464,,,
fig5_tgData.csv,,,,,,,,,273.211,,,,,97.5461,,,
fig5_tgData.csv,,,,,,,,,273.336,,,,,97.5457,,,
fig5_tgData.csv,,,,,,,,,273.46,,,,,97.5453,,,
fig5_tgData.csv,,,,,,,,,273.584,,,,,97.5449,,,
fig5_tgData.csv,,,,,,,,,273.708,,,,,97.5445,,,
fig5_tgData.csv,,,,,,,,,273.832,,,,,97.544,,,
fig5_tgData.csv,,,,,,,,,273.956,,,,,97.5436,,,
fig5_tgData.csv,,,,,,,,,274.079,,,,,97.543,,,
fig5_tgData.csv,,,,,,,,,274.202,,,,,97.5424,,,
fig5_tgData.csv,,,,,,,,,274.324,,,,,97.5418,,,
fig5_tgData.csv,,,,,,,,,274.445,,,,,97.5413,,,
fig5_tgData.csv,,,,,,,,,274.567,,,,,97.5407,,,
fig5_tgData.csv,,,,,,,,,274.689,,,,,97.54,,,
fig5_tgData.csv,,,,,,,,,274.811,,,,,97.5394,,,
fig5_tgData.csv,,,,,,,,,274.933,,,,,97.5385,,,
fig5_tgData.csv,,,,,,,,,275.055,,,,,97.5379,,,
fig5_tgData.csv,,,,,,,,,275.177,,,,,97.5372,,,
fig5_tgData.csv,,,,,,,,,275.302,,,,,97.5366,,,
fig5_tgData.csv,,,,,,,,,275.427,,,,,97.5358,,,
fig5_tgData.csv,,,,,,,,,275.552,,,,,97.5351,,,
fig5_tgData.csv,,,,,,,,,275.679,,,,,97.5344,,,
fig5_tgData.csv,,,,,,,,,275.806,,,,,97.5337,,,
fig5_tgData.csv,,,,,,,,,275.933,,,,,97.5331,,,
fig5_tgData.csv,,,,,,,,,276.061,,,,,97.5325,,,
fig5_tgData.csv,,,,,,,,,276.189,,,,,97.5318,,,
fig5_tgData.csv,,,,,,,,,276.316,,,,,97.5312,,,
fig5_tgData.csv,,,,,,,,,276.439,,,,,97.5305,,,
fig5_tgData.csv,,,,,,,,,276.566,,,,,97.5298,,,
fig5_tgData.csv,,,,,,,,,276.692,,,,,97.5292,,,
fig5_tgData.csv,,,,,,,,,276.817,,,,,97.5285,,,
fig5_tgData.csv,,,,,,,,,276.942,,,,,97.5278,,,
fig5_tgData.csv,,,,,,,,,277.061,,,,,97.5271,,,
fig5_tgData.csv,,,,,,,,,277.183,,,,,97.5263,,,
fig5_tgData.csv,,,,,,,,,277.304,,,,,97.5255,,,
fig5_tgData.csv,,,,,,,,,277.425,,,,,97.5246,,,
fig5_tgData.csv,,,,,,,,,277.546,,,,,97.5238,,,
fig5_tgData.csv,,,,,,,,,277.667,,,,,97.5229,,,
fig5_tgData.csv,,,,,,,,,277.788,,,,,97.522,,,
fig5_tgData.csv,,,,,,,,,277.908,,,,,97.521,,,
fig5_tgData.csv,,,,,,,,,278.029,,,,,97.5201,,,
fig5_tgData.csv,,,,,,,,,278.15,,,,,97.5191,,,
fig5_tgData.csv,,,,,,,,,278.271,,,,,97.5181,,,
fig5_tgData.csv,,,,,,,,,278.394,,,,,97.5173,,,
fig5_tgData.csv,,,,,,,,,278.517,,,,,97.5163,,,
fig5_tgData.csv,,,,,,,,,278.64,,,,,97.5155,,,
fig5_tgData.csv,,,,,,,,,278.764,,,,,97.5146,,,
fig5_tgData.csv,,,,,,,,,278.887,,,,,97.5137,,,
fig5_tgData.csv,,,,,,,,,279.006,,,,,97.5129,,,
fig5_tgData.csv,,,,,,,,,279.128,,,,,97.5121,,,
fig5_tgData.csv,,,,,,,,,279.249,,,,,97.5111,,,
fig5_tgData.csv,,,,,,,,,279.37,,,,,97.5102,,,
fig5_tgData.csv,,,,,,,,,279.489,,,,,97.5093,,,
fig5_tgData.csv,,,,,,,,,279.604,,,,,97.5084,,,
fig5_tgData.csv,,,,,,,,,279.723,,,,,97.5074,,,
fig5_tgData.csv,,,,,,,,,279.842,,,,,97.5063,,,
fig5_tgData.csv,,,,,,,,,279.961,,,,,97.5053,,,
fig5_tgData.csv,,,,,,,,,280.079,,,,,97.5042,,,
fig5_tgData.csv,,,,,,,,,280.199,,,,,97.5031,,,
fig5_tgData.csv,,,,,,,,,280.319,,,,,97.502,,,
fig5_tgData.csv,,,,,,,,,280.44,,,,,97.5009,,,
fig5_tgData.csv,,,,,,,,,280.563,,,,,97.4999,,,
fig5_tgData.csv,,,,,,,,,280.686,,,,,97.499,,,
fig5_tgData.csv,,,,,,,,,280.811,,,,,97.498,,,
fig5_tgData.csv,,,,,,,,,280.937,,,,,97.4971,,,
fig5_tgData.csv,,,,,,,,,281.065,,,,,97.4962,,,
fig5_tgData.csv,,,,,,,,,281.192,,,,,97.4953,,,
fig5_tgData.csv,,,,,,,,,281.32,,,,,97.4945,,,
fig5_tgData.csv,,,,,,,,,281.448,,,,,97.4936,,,
fig5_tgData.csv,,,,,,,,,281.576,,,,,97.4929,,,
fig5_tgData.csv,,,,,,,,,281.699,,,,,97.4922,,,
fig5_tgData.csv,,,,,,,,,281.826,,,,,97.4917,,,
fig5_tgData.csv,,,,,,,,,281.951,,,,,97.491,,,
fig5_tgData.csv,,,,,,,,,282.075,,,,,97.4904,,,
fig5_tgData.csv,,,,,,,,,282.196,,,,,97.4897,,,
fig5_tgData.csv,,,,,,,,,282.311,,,,,97.4891,,,
fig5_tgData.csv,,,,,,,,,282.43,,,,,97.4885,,,
fig5_tgData.csv,,,,,,,,,282.549,,,,,97.488,,,
fig5_tgData.csv,,,,,,,,,282.667,,,,,97.4873,,,
fig5_tgData.csv,,,,,,,,,282.785,,,,,97.4867,,,
fig5_tgData.csv,,,,,,,,,282.902,,,,,97.4863,,,
fig5_tgData.csv,,,,,,,,,283.021,,,,,97.4856,,,
fig5_tgData.csv,,,,,,,,,283.14,,,,,97.4851,,,
fig5_tgData.csv,,,,,,,,,283.261,,,,,97.4846,,,
fig5_tgData.csv,,,,,,,,,283.382,,,,,97.484,,,
fig5_tgData.csv,,,,,,,,,283.504,,,,,97.4835,,,
fig5_tgData.csv,,,,,,,,,283.626,,,,,97.4831,,,
fig5_tgData.csv,,,,,,,,,283.748,,,,,97.4826,,,
fig5_tgData.csv,,,,,,,,,283.871,,,,,97.482,,,
fig5_tgData.csv,,,,,,,,,283.994,,,,,97.4815,,,
fig5_tgData.csv,,,,,,,,,284.117,,,,,97.4811,,,
fig5_tgData.csv,,,,,,,,,284.23,,,,,97.4805,,,
fig5_tgData.csv,,,,,,,,,284.353,,,,,97.4799,,,
fig5_tgData.csv,,,,,,,,,284.474,,,,,97.4793,,,
fig5_tgData.csv,,,,,,,,,284.596,,,,,97.4787,,,
fig5_tgData.csv,,,,,,,,,284.717,,,,,97.4783,,,
fig5_tgData.csv,,,,,,,,,284.83,,,,,97.4777,,,
fig5_tgData.csv,,,,,,,,,284.95,,,,,97.4771,,,
fig5_tgData.csv,,,,,,,,,285.07,,,,,97.4765,,,
fig5_tgData.csv,,,,,,,,,285.19,,,,,97.476,,,
fig5_tgData.csv,,,,,,,,,285.31,,,,,97.4753,,,
fig5_tgData.csv,,,,,,,,,285.43,,,,,97.4747,,,
fig5_tgData.csv,,,,,,,,,285.55,,,,,97.474,,,
fig5_tgData.csv,,,,,,,,,285.671,,,,,97.4735,,,
fig5_tgData.csv,,,,,,,,,285.791,,,,,97.4728,,,
fig5_tgData.csv,,,,,,,,,285.91,,,,,97.4722,,,
fig5_tgData.csv,,,,,,,,,286.03,,,,,97.4715,,,
fig5_tgData.csv,,,,,,,,,286.15,,,,,97.471,,,
fig5_tgData.csv,,,,,,,,,286.27,,,,,97.4703,,,
fig5_tgData.csv,,,,,,,,,286.39,,,,,97.4697,,,
fig5_tgData.csv,,,,,,,,,286.51,,,,,97.469,,,
fig5_tgData.csv,,,,,,,,,286.63,,,,,97.4684,,,
fig5_tgData.csv,,,,,,,,,286.75,,,,,97.4677,,,
fig5_tgData.csv,,,,,,,,,286.866,,,,,97.4671,,,
fig5_tgData.csv,,,,,,,,,286.988,,,,,97.4663,,,
fig5_tgData.csv,,,,,,,,,287.11,,,,,97.4656,,,
fig5_tgData.csv,,,,,,,,,287.233,,,,,97.4649,,,
fig5_tgData.csv,,,,,,,,,287.358,,,,,97.4642,,,
fig5_tgData.csv,,,,,,,,,287.478,,,,,97.4634,,,
fig5_tgData.csv,,,,,,,,,287.604,,,,,97.4626,,,
fig5_tgData.csv,,,,,,,,,287.731,,,,,97.4618,,,
fig5_tgData.csv,,,,,,,,,287.858,,,,,97.4609,,,
fig5_tgData.csv,,,,,,,,,287.985,,,,,97.4601,,,
fig5_tgData.csv,,,,,,,,,288.112,,,,,97.4593,,,
fig5_tgData.csv,,,,,,,,,288.238,,,,,97.4584,,,
fig5_tgData.csv,,,,,,,,,288.364,,,,,97.4576,,,
fig5_tgData.csv,,,,,,,,,288.49,,,,,97.4569,,,
fig5_tgData.csv,,,,,,,,,288.614,,,,,97.4561,,,
fig5_tgData.csv,,,,,,,,,288.738,,,,,97.4553,,,
fig5_tgData.csv,,,,,,,,,288.856,,,,,97.4547,,,
fig5_tgData.csv,,,,,,,,,288.977,,,,,97.454,,,
fig5_tgData.csv,,,,,,,,,289.097,,,,,97.4534,,,
fig5_tgData.csv,,,,,,,,,289.216,,,,,97.4529,,,
fig5_tgData.csv,,,,,,,,,289.336,,,,,97.4525,,,
fig5_tgData.csv,,,,,,,,,289.45,,,,,97.4522,,,
fig5_tgData.csv,,,,,,,,,289.569,,,,,97.4518,,,
fig5_tgData.csv,,,,,,,,,289.688,,,,,97.4515,,,
fig5_tgData.csv,,,,,,,,,289.807,,,,,97.4512,,,
fig5_tgData.csv,,,,,,,,,289.926,,,,,97.4509,,,
fig5_tgData.csv,,,,,,,,,290.046,,,,,97.4506,,,
fig5_tgData.csv,,,,,,,,,290.166,,,,,97.4503,,,
fig5_tgData.csv,,,,,,,,,290.287,,,,,97.4499,,,
fig5_tgData.csv,,,,,,,,,290.409,,,,,97.4495,,,
fig5_tgData.csv,,,,,,,,,290.531,,,,,97.4491,,,
fig5_tgData.csv,,,,,,,,,290.653,,,,,97.4485,,,
fig5_tgData.csv,,,,,,,,,290.776,,,,,97.448,,,
fig5_tgData.csv,,,,,,,,,290.899,,,,,97.4474,,,
fig5_tgData.csv,,,,,,,,,291.022,,,,,97.4467,,,
fig5_tgData.csv,,,,,,,,,291.146,,,,,97.446,,,
fig5_tgData.csv,,,,,,,,,291.269,,,,,97.4454,,,
fig5_tgData.csv,,,,,,,,,291.393,,,,,97.4447,,,
fig5_tgData.csv,,,,,,,,,291.516,,,,,97.444,,,
fig5_tgData.csv,,,,,,,,,291.639,,,,,97.4432,,,
fig5_tgData.csv,,,,,,,,,291.762,,,,,97.4426,,,
fig5_tgData.csv,,,,,,,,,291.884,,,,,97.4418,,,
fig5_tgData.csv,,,,,,,,,292.006,,,,,97.4411,,,
fig5_tgData.csv,,,,,,,,,292.127,,,,,97.4404,,,
fig5_tgData.csv,,,,,,,,,292.247,,,,,97.4399,,,
fig5_tgData.csv,,,,,,,,,292.367,,,,,97.4392,,,
fig5_tgData.csv,,,,,,,,,292.487,,,,,97.4386,,,
fig5_tgData.csv,,,,,,,,,292.607,,,,,97.4378,,,
fig5_tgData.csv,,,,,,,,,292.726,,,,,97.4371,,,
fig5_tgData.csv,,,,,,,,,292.845,,,,,97.4363,,,
fig5_tgData.csv,,,,,,,,,292.964,,,,,97.4354,,,
fig5_tgData.csv,,,,,,,,,293.084,,,,,97.4346,,,
fig5_tgData.csv,,,,,,,,,293.205,,,,,97.4336,,,
fig5_tgData.csv,,,,,,,,,293.326,,,,,97.4325,,,
fig5_tgData.csv,,,,,,,,,293.448,,,,,97.4316,,,
fig5_tgData.csv,,,,,,,,,293.571,,,,,97.4305,,,
fig5_tgData.csv,,,,,,,,,293.695,,,,,97.4294,,,
fig5_tgData.csv,,,,,,,,,293.82,,,,,97.4283,,,
fig5_tgData.csv,,,,,,,,,293.945,,,,,97.4272,,,
fig5_tgData.csv,,,,,,,,,294.067,,,,,97.426,,,
fig5_tgData.csv,,,,,,,,,294.194,,,,,97.4248,,,
fig5_tgData.csv,,,,,,,,,294.321,,,,,97.4237,,,
fig5_tgData.csv,,,,,,,,,294.449,,,,,97.4226,,,
fig5_tgData.csv,,,,,,,,,294.577,,,,,97.4215,,,
fig5_tgData.csv,,,,,,,,,294.7,,,,,97.4205,,,
fig5_tgData.csv,,,,,,,,,294.828,,,,,97.4195,,,
fig5_tgData.csv,,,,,,,,,294.955,,,,,97.4185,,,
fig5_tgData.csv,,,,,,,,,295.082,,,,,97.4177,,,
fig5_tgData.csv,,,,,,,,,295.209,,,,,97.4168,,,
fig5_tgData.csv,,,,,,,,,295.335,,,,,97.416,,,
fig5_tgData.csv,,,,,,,,,295.462,,,,,97.4153,,,
fig5_tgData.csv,,,,,,,,,295.588,,,,,97.4145,,,
fig5_tgData.csv,,,,,,,,,295.713,,,,,97.4139,,,
fig5_tgData.csv,,,,,,,,,295.838,,,,,97.4132,,,
fig5_tgData.csv,,,,,,,,,295.963,,,,,97.4126,,,
fig5_tgData.csv,,,,,,,,,296.087,,,,,97.4119,,,
fig5_tgData.csv,,,,,,,,,296.21,,,,,97.4113,,,
fig5_tgData.csv,,,,,,,,,296.331,,,,,97.4105,,,
fig5_tgData.csv,,,,,,,,,296.453,,,,,97.4098,,,
fig5_tgData.csv,,,,,,,,,296.574,,,,,97.4091,,,
fig5_tgData.csv,,,,,,,,,296.694,,,,,97.4084,,,
fig5_tgData.csv,,,,,,,,,296.81,,,,,97.4076,,,
fig5_tgData.csv,,,,,,,,,296.928,,,,,97.4069,,,
fig5_tgData.csv,,,,,,,,,297.046,,,,,97.406,,,
fig5_tgData.csv,,,,,,,,,297.164,,,,,97.4052,,,
fig5_tgData.csv,,,,,,,,,297.282,,,,,97.4043,,,
fig5_tgData.csv,,,,,,,,,297.396,,,,,97.4035,,,
fig5_tgData.csv,,,,,,,,,297.514,,,,,97.4026,,,
fig5_tgData.csv,,,,,,,,,297.632,,,,,97.4018,,,
fig5_tgData.csv,,,,,,,,,297.751,,,,,97.4011,,,
fig5_tgData.csv,,,,,,,,,297.87,,,,,97.4003,,,
fig5_tgData.csv,,,,,,,,,297.99,,,,,97.3996,,,
fig5_tgData.csv,,,,,,,,,298.11,,,,,97.3989,,,
fig5_tgData.csv,,,,,,,,,298.231,,,,,97.3982,,,
fig5_tgData.csv,,,,,,,,,298.352,,,,,97.3974,,,
fig5_tgData.csv,,,,,,,,,298.472,,,,,97.3967,,,
fig5_tgData.csv,,,,,,,,,298.593,,,,,97.396,,,
fig5_tgData.csv,,,,,,,,,298.715,,,,,97.3953,,,
fig5_tgData.csv,,,,,,,,,298.836,,,,,97.3945,,,
fig5_tgData.csv,,,,,,,,,298.959,,,,,97.3938,,,
fig5_tgData.csv,,,,,,,,,299.08,,,,,97.3932,,,
fig5_tgData.csv,,,,,,,,,299.201,,,,,97.3924,,,
fig5_tgData.csv,,,,,,,,,299.319,,,,,97.3917,,,
fig5_tgData.csv,,,,,,,,,299.44,,,,,97.391,,,
fig5_tgData.csv,,,,,,,,,299.563,,,,,97.3902,,,
fig5_tgData.csv,,,,,,,,,299.687,,,,,97.3894,,,
fig5_tgData.csv,,,,,,,,,299.811,,,,,97.3886,,,
