dataset_source,phase,type,wt_pct,wavelength_(nm),mms1,mms2,jsc_mars-1,mgs-1_prototype,temperature_(¡c),m/z_18_(h2o),m/z_32_(o2),m/z_44_(co2),m/z_64_(so2),mass_(%),diameter_(microns),%_retained,%_channel
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Plagioclase,Crystalline,27.1,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Pyroxene,Crystalline,20.3,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Olivine,Crystalline,13.7,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Magnetite,Crystalline,1.9,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Hematite,Crystalline,1.1,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Anhydrite,Crystalline,0.9,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Quartz,Crystalline,0.0,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Ilmenite,Crystalline,0.0,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Basaltic Glass,Amorphous,22.9,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Hydrated Silica (Opal),Amorphous,5.0,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Mg-sulfate,Amorphous,4.0,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Ferrihydrite,Amorphous,1.7,,,,,,,,,,,,,,
MGS-1_Martian_Regolith_Simulant_Recipe.csv,Fe-carbonate,Amorphous,1.4,,,,,,,,,,,,,,
fig4_spectralData.csv,,,,1934.0,0.420758,0.441742,0.283636,0.204625,,,,,,,,,
fig4_spectralData.csv,,,,1935.0,0.422281,0.44077,0.284168,0.204633,,,,,,,,,
fig4_spectralData.csv,,,,1936.0,0.423747,0.439913,0.284744,0.204642,,,,,,,,,
fig4_spectralData.csv,,,,1937.0,0.425155,0.439183,0.285332,0.204638,,,,,,,,,
fig4_spectralData.csv,,,,1938.0,0.426563,0.438605,0.285929,0.204643,,,,,,,,,
fig4_spectralData.csv,,,,1939.0,0.427922,0.438206,0.286583,0.204663,,,,,,,,,
fig4_spectralData.csv,,,,1940.0,0.429276,0.437998,0.287296,0.204696,,,,,,,,,
fig4_spectralData.csv,,,,1941.0,0.430624,0.437974,0.288034,0.204757,,,,,,,,,
fig4_spectralData.csv,,,,1942.0,0.431907,0.438064,0.288765,0.204825,,,,,,,,,
fig4_spectralData.csv,,,,1943.0,0.433155,0.438288,0.289548,0.204932,,,,,,,,,
fig4_spectralData.csv,,,,1944.0,0.434403,0.438685,0.290305,0.204999,,,,,,,,,
fig4_spectralData.csv,,,,1945.0,0.435625,0.439232,0.291048,0.205053,,,,,,,,,
fig4_spectralData.csv,,,,1946.0,0.436755,0.439901,0.291761,0.20511,,,,,,,,,
fig4_spectralData.csv,,,,1947.0,0.43791,0.440739,0.292488,0.205155,,,,,,,,,
fig4_spectralData.csv,,,,1948.0,0.439059,0.441783,0.293246,0.205216,,,,,,,,,
fig4_spectralData.csv,,,,1949.0,0.440166,0.442988,0.294043,0.20531,,,,,,,,,
fig4_spectralData.csv,,,,1950.0,0.441275,0.444333,0.294861,0.205379,,,,,,,,,
fig4_spectralData.csv,,,,1951.0,0.442368,0.445787,0.295658,0.205421,,,,,,,,,
fig4_spectralData.csv,,,,1952.0,0.443449,0.447396,0.296475,0.205458,,,,,,,,,
fig4_spectralData.csv,,,,1953.0,0.444531,0.449123,0.297305,0.205485,,,,,,,,,
fig4_spectralData.csv,,,,1954.0,0.44559,0.451024,0.298116,0.205476,,,,,,,,,
fig4_spectralData.csv,,,,1955.0,0.446661,0.452911,0.298944,0.205501,,,,,,,,,
fig4_spectralData.csv,,,,1956.0,0.447731,0.454951,0.299814,0.205527,,,,,,,,,
fig4_spectralData.csv,,,,1957.0,0.448817,0.456965,0.300657,0.205574,,,,,,,,,
fig4_spectralData.csv,,,,1958.0,0.44992,0.45887,0.301496,0.205648,,,,,,,,,
fig4_spectralData.csv,,,,1959.0,0.451011,0.46077,0.302344,0.205721,,,,,,,,,
fig4_spectralData.csv,,,,1960.0,0.452084,0.462513,0.303148,0.205786,,,,,,,,,
fig4_spectralData.csv,,,,1961.0,0.453182,0.464169,0.304015,0.205842,,,,,,,,,
fig4_spectralData.csv,,,,1962.0,0.454287,0.465755,0.304879,0.205873,,,,,,,,,
fig4_spectralData.csv,,,,1963.0,0.455399,0.46716,0.305713,0.205912,,,,,,,,,
fig4_spectralData.csv,,,,1964.0,0.456507,0.468421,0.306581,0.20595,,,,,,,,,
fig4_spectralData.csv,,,,1965.0,0.457623,0.469513,0.307499,0.205993,,,,,,,,,
fig4_spectralData.csv,,,,1966.0,0.458758,0.470551,0.308367,0.206022,,,,,,,,,
fig4_spectralData.csv,,,,1967.0,0.4599,0.471449,0.309219,0.206049,,,,,,,,,
fig4_spectralData.csv,,,,1968.0,0.461029,0.47225,0.310096,0.206057,,,,,,,,,
fig4_spectralData.csv,,,,1969.0,0.462161,0.472996,0.310914,0.206059,,,,,,,,,
fig4_spectralData.csv,,,,1970.0,0.463313,0.473736,0.311787,0.206048,,,,,,,,,
fig4_spectralData.csv,,,,1971.0,0.464466,0.474429,0.312688,0.20602,,,,,,,,,
fig4_spectralData.csv,,,,1972.0,0.46563,0.475131,0.313584,0.206001,,,,,,,,,
fig4_spectralData.csv,,,,1973.0,0.466789,0.475864,0.31449,0.20598,,,,,,,,,
fig4_spectralData.csv,,,,1974.0,0.467992,0.476614,0.315354,0.205961,,,,,,,,,
fig4_spectralData.csv,,,,1975.0,0.469225,0.477413,0.316251,0.205947,,,,,,,,,
fig4_spectralData.csv,,,,1976.0,0.470489,0.478238,0.317167,0.205942,,,,,,,,,
fig4_spectralData.csv,,,,1977.0,0.471697,0.47905,0.318036,0.205923,,,,,,,,,
fig4_spectralData.csv,,,,1978.0,0.472906,0.479877,0.318874,0.205897,,,,,,,,,
fig4_spectralData.csv,,,,1979.0,0.474164,0.480775,0.31978,0.205877,,,,,,,,,
fig4_spectralData.csv,,,,1980.0,0.475396,0.481653,0.320679,0.205863,,,,,,,,,
fig4_spectralData.csv,,,,1981.0,0.476584,0.482559,0.321542,0.205853,,,,,,,,,
fig4_spectralData.csv,,,,1982.0,0.477836,0.483547,0.322449,0.205861,,,,,,,,,
fig4_spectralData.csv,,,,1983.0,0.479068,0.484583,0.323344,0.205872,,,,,,,,,
fig4_spectralData.csv,,,,1984.0,0.48024,0.485675,0.324193,0.205878,,,,,,,,,
fig4_spectralData.csv,,,,1985.0,0.481449,0.486821,0.325032,0.205888,,,,,,,,,
fig4_spectralData.csv,,,,1986.0,0.48265,0.488033,0.325878,0.205899,,,,,,,,,
fig4_spectralData.csv,,,,1987.0,0.483874,0.489319,0.326738,0.205911,,,,,,,,,
fig4_spectralData.csv,,,,1988.0,0.485095,0.490696,0.327599,0.205941,,,,,,,,,
fig4_spectralData.csv,,,,1989.0,0.48633,0.492146,0.328474,0.205985,,,,,,,,,
fig4_spectralData.csv,,,,1990.0,0.487518,0.493667,0.329312,0.206029,,,,,,,,,
fig4_spectralData.csv,,,,1991.0,0.488693,0.495251,0.330113,0.206079,,,,,,,,,
fig4_spectralData.csv,,,,1992.0,0.489858,0.496851,0.330928,0.206099,,,,,,,,,
fig4_spectralData.csv,,,,1993.0,0.491029,0.498536,0.331764,0.206114,,,,,,,,,
fig4_spectralData.csv,,,,1994.0,0.492216,0.50028,0.332664,0.206157,,,,,,,,,
fig4_spectralData.csv,,,,1995.0,0.493384,0.502012,0.333577,0.206197,,,,,,,,,
fig4_spectralData.csv,,,,1996.0,0.494621,0.503829,0.334475,0.206261,,,,,,,,,
fig4_spectralData.csv,,,,1997.0,0.495878,0.50562,0.335375,0.206331,,,,,,,,,
fig4_spectralData.csv,,,,1998.0,0.497119,0.507357,0.336197,0.206383,,,,,,,,,
fig4_spectralData.csv,,,,1999.0,0.498331,0.50908,0.337027,0.206434,,,,,,,,,
fig4_spectralData.csv,,,,2000.0,0.499561,0.510814,0.337835,0.20648,,,,,,,,,
fig4_spectralData.csv,,,,2001.0,0.500753,0.512504,0.338702,0.206527,,,,,,,,,
fig4_spectralData.csv,,,,2002.0,0.501928,0.514159,0.339545,0.20657,,,,,,,,,
fig4_spectralData.csv,,,,2003.0,0.503082,0.515756,0.340402,0.206606,,,,,,,,,
fig4_spectralData.csv,,,,2004.0,0.504224,0.51725,0.341264,0.206631,,,,,,,,,
fig4_spectralData.csv,,,,2005.0,0.505434,0.518719,0.342097,0.206664,,,,,,,,,
fig4_spectralData.csv,,,,2006.0,0.506554,0.520029,0.34283,0.206654,,,,,,,,,
fig4_spectralData.csv,,,,2007.0,0.507638,0.521242,0.343554,0.206658,,,,,,,,,
fig4_spectralData.csv,,,,2008.0,0.508744,0.522444,0.344264,0.206667,,,,,,,,,
fig4_spectralData.csv,,,,2009.0,0.509843,0.523566,0.344926,0.206654,,,,,,,,,
fig4_spectralData.csv,,,,2010.0,0.510914,0.524573,0.345616,0.206643,,,,,,,,,
fig4_spectralData.csv,,,,2011.0,0.511998,0.525574,0.346319,0.206638,,,,,,,,,
fig4_spectralData.csv,,,,2012.0,0.51306,0.526509,0.347006,0.206639,,,,,,,,,
fig4_spectralData.csv,,,,2013.0,0.514114,0.527364,0.347676,0.206637,,,,,,,,,
fig4_spectralData.csv,,,,2014.0,0.515166,0.528196,0.348415,0.20666,,,,,,,,,
fig4_spectralData.csv,,,,2015.0,0.516211,0.529061,0.349103,0.20668,,,,,,,,,
fig4_spectralData.csv,,,,2016.0,0.517234,0.529822,0.349701,0.206656,,,,,,,,,
fig4_spectralData.csv,,,,2017.0,0.518289,0.530558,0.350341,0.206621,,,,,,,,,
fig4_spectralData.csv,,,,2018.0,0.519279,0.531272,0.350898,0.206586,,,,,,,,,
fig4_spectralData.csv,,,,2019.0,0.520253,0.531892,0.351458,0.206554,,,,,,,,,
fig4_spectralData.csv,,,,2020.0,0.521196,0.532442,0.352106,0.206545,,,,,,,,,
fig4_spectralData.csv,,,,2021.0,0.522015,0.532939,0.352671,0.206543,,,,,,,,,
fig4_spectralData.csv,,,,2022.0,0.522888,0.533459,0.353218,0.206541,,,,,,,,,
fig4_spectralData.csv,,,,2023.0,0.523767,0.53398,0.353742,0.206539,,,,,,,,,
fig4_spectralData.csv,,,,2024.0,0.524647,0.53449,0.354245,0.206541,,,,,,,,,
fig4_spectralData.csv,,,,2025.0,0.52546,0.534996,0.354683,0.206541,,,,,,,,,
fig4_spectralData.csv,,,,2026.0,0.526362,0.535589,0.355168,0.206559,,,,,,,,,
fig4_spectralData.csv,,,,2027.0,0.527206,0.536101,0.355655,0.206581,,,,,,,,,
fig4_spectralData.csv,,,,2028.0,0.527967,0.536577,0.35613,0.20661,,,,,,,,,
fig4_spectralData.csv,,,,2029.0,0.528773,0.53709,0.356612,0.206629,,,,,,,,,
fig4_spectralData.csv,,,,2030.0,0.52956,0.537503,0.357102,0.206648,,,,,,,,,
fig4_spectralData.csv,,,,2031.0,0.530311,0.537845,0.357575,0.206642,,,,,,,,,
fig4_spectralData.csv,,,,2032.0,0.531101,0.538182,0.358079,0.206612,,,,,,,,,
fig4_spectralData.csv,,,,2033.0,0.531805,0.538428,0.358555,0.206594,,,,,,,,,
fig4_spectralData.csv,,,,2034.0,0.532462,0.538692,0.358949,0.206573,,,,,,,,,
fig4_spectralData.csv,,,,2035.0,0.533165,0.539009,0.359367,0.206542,,,,,,,,,
fig4_spectralData.csv,,,,2036.0,0.533842,0.539295,0.359809,0.206521,,,,,,,,,
fig4_spectralData.csv,,,,2037.0,0.534476,0.539566,0.360254,0.206507,,,,,,,,,
fig4_spectralData.csv,,,,2038.0,0.535103,0.539822,0.360672,0.206481,,,,,,,,,
fig4_spectralData.csv,,,,2039.0,0.535744,0.540057,0.36113,0.206453,,,,,,,,,
fig4_spectralData.csv,,,,2040.0,0.536321,0.540253,0.361539,0.206444,,,,,,,,,
fig4_spectralData.csv,,,,2041.0,0.536955,0.540508,0.36189,0.206446,,,,,,,,,
fig4_spectralData.csv,,,,2042.0,0.53758,0.540776,0.362218,0.206439,,,,,,,,,
fig4_spectralData.csv,,,,2043.0,0.538176,0.541034,0.36248,0.206433,,,,,,,,,
fig4_spectralData.csv,,,,2044.0,0.538802,0.541319,0.362775,0.206434,,,,,,,,,
fig4_spectralData.csv,,,,2045.0,0.539378,0.541606,0.363138,0.206439,,,,,,,,,
fig4_spectralData.csv,,,,2046.0,0.539945,0.541872,0.363502,0.206453,,,,,,,,,
fig4_spectralData.csv,,,,2047.0,0.540508,0.542104,0.363909,0.20646,,,,,,,,,
fig4_spectralData.csv,,,,2048.0,0.541029,0.542297,0.364292,0.206457,,,,,,,,,
fig4_spectralData.csv,,,,2049.0,0.541554,0.5425,0.364643,0.206451,,,,,,,,,
fig4_spectralData.csv,,,,2050.0,0.542056,0.542686,0.36495,0.20643,,,,,,,,,
fig4_spectralData.csv,,,,2051.0,0.542545,0.542831,0.365244,0.206411,,,,,,,,,
fig4_spectralData.csv,,,,2052.0,0.543071,0.542977,0.365535,0.20642,,,,,,,,,
fig4_spectralData.csv,,,,2053.0,0.543599,0.54314,0.365876,0.206423,,,,,,,,,
fig4_spectralData.csv,,,,2054.0,0.5441,0.543215,0.366202,0.206418,,,,,,,,,
fig4_spectralData.csv,,,,2055.0,0.544572,0.543279,0.366535,0.206415,,,,,,,,,
fig4_spectralData.csv,,,,2056.0,0.545016,0.543385,0.366921,0.206386,,,,,,,,,
fig4_spectralData.csv,,,,2057.0,0.545509,0.543468,0.367237,0.206358,,,,,,,,,
fig4_spectralData.csv,,,,2058.0,0.545996,0.543582,0.367577,0.206355,,,,,,,,,
fig4_spectralData.csv,,,,2059.0,0.546417,0.543683,0.367932,0.206342,,,,,,,,,
fig4_spectralData.csv,,,,2060.0,0.546842,0.543753,0.36825,0.206334,,,,,,,,,
fig4_spectralData.csv,,,,2061.0,0.54721,0.543821,0.368593,0.206336,,,,,,,,,
fig4_spectralData.csv,,,,2062.0,0.547593,0.543867,0.368904,0.206336,,,,,,,,,
fig4_spectralData.csv,,,,2063.0,0.547945,0.543867,0.369195,0.206329,,,,,,,,,
fig4_spectralData.csv,,,,2064.0,0.548355,0.543898,0.369457,0.206322,,,,,,,,,
fig4_spectralData.csv,,,,2065.0,0.548746,0.54394,0.369724,0.206325,,,,,,,,,
fig4_spectralData.csv,,,,2066.0,0.549138,0.543972,0.369987,0.206325,,,,,,,,,
fig4_spectralData.csv,,,,2067.0,0.549534,0.544071,0.370276,0.206326,,,,,,,,,
fig4_spectralData.csv,,,,2068.0,0.549854,0.54413,0.370574,0.206331,,,,,,,,,
fig4_spectralData.csv,,,,2069.0,0.550137,0.544208,0.370862,0.206328,,,,,,,,,
fig4_spectralData.csv,,,,2070.0,0.550448,0.544279,0.371132,0.20632,,,,,,,,,
fig4_spectralData.csv,,,,2071.0,0.550752,0.544333,0.371442,0.206314,,,,,,,,,
fig4_spectralData.csv,,,,2072.0,0.551073,0.54444,0.37172,0.206298,,,,,,,,,
fig4_spectralData.csv,,,,2073.0,0.551453,0.544521,0.371918,0.20628,,,,,,,,,
fig4_spectralData.csv,,,,2074.0,0.551793,0.544629,0.372151,0.206264,,,,,,,,,
fig4_spectralData.csv,,,,2075.0,0.552129,0.544782,0.37239,0.206249,,,,,,,,,
fig4_spectralData.csv,,,,2076.0,0.552448,0.544866,0.372629,0.206212,,,,,,,,,
fig4_spectralData.csv,,,,2077.0,0.552778,0.544935,0.372873,0.206169,,,,,,,,,
fig4_spectralData.csv,,,,2078.0,0.553099,0.545,0.373217,0.206125,,,,,,,,,
fig4_spectralData.csv,,,,2079.0,0.553425,0.544992,0.373514,0.206073,,,,,,,,,
fig4_spectralData.csv,,,,2080.0,0.553787,0.544967,0.373747,0.206024,,,,,,,,,
fig4_spectralData.csv,,,,2081.0,0.554173,0.545008,0.374017,0.205984,,,,,,,,,
fig4_spectralData.csv,,,,2082.0,0.554548,0.545055,0.37425,0.205933,,,,,,,,,
fig4_spectralData.csv,,,,2083.0,0.554978,0.545187,0.374484,0.205888,,,,,,,,,
fig4_spectralData.csv,,,,2084.0,0.555401,0.545333,0.374778,0.205842,,,,,,,,,
fig4_spectralData.csv,,,,2085.0,0.555786,0.545448,0.375032,0.205791,,,,,,,,,
fig4_spectralData.csv,,,,2086.0,0.556078,0.545481,0.37523,0.205733,,,,,,,,,
fig4_spectralData.csv,,,,2087.0,0.556318,0.545463,0.375465,0.205682,,,,,,,,,
fig4_spectralData.csv,,,,2088.0,0.556539,0.545474,0.375661,0.205614,,,,,,,,,
fig4_spectralData.csv,,,,2089.0,0.556789,0.545474,0.375853,0.205566,,,,,,,,,
fig4_spectralData.csv,,,,2090.0,0.557043,0.545434,0.376043,0.205521,,,,,,,,,
fig4_spectralData.csv,,,,2091.0,0.557359,0.545397,0.376252,0.205496,,,,,,,,,
fig4_spectralData.csv,,,,2092.0,0.557669,0.545402,0.376433,0.205457,,,,,,,,,
fig4_spectralData.csv,,,,2093.0,0.557956,0.545353,0.376679,0.205452,,,,,,,,,
fig4_spectralData.csv,,,,2094.0,0.558213,0.545284,0.376945,0.20543,,,,,,,,,
fig4_spectralData.csv,,,,2095.0,0.558453,0.545267,0.377161,0.205403,,,,,,,,,
fig4_spectralData.csv,,,,2096.0,0.558628,0.545132,0.377323,0.205384,,,,,,,,,
fig4_spectralData.csv,,,,2097.0,0.558844,0.544988,0.377422,0.205353,,,,,,,,,
fig4_spectralData.csv,,,,2098.0,0.559046,0.544858,0.377484,0.205325,,,,,,,,,
fig4_spectralData.csv,,,,2099.0,0.559202,0.544698,0.37758,0.205295,,,,,,,,,
fig4_spectralData.csv,,,,2100.0,0.559386,0.544558,0.377705,0.205266,,,,,,,,,
fig4_spectralData.csv,,,,2101.0,0.559595,0.544473,0.377896,0.205259,,,,,,,,,
fig4_spectralData.csv,,,,2102.0,0.5598,0.544389,0.378052,0.205255,,,,,,,,,
fig4_spectralData.csv,,,,2103.0,0.560041,0.544295,0.378186,0.205266,,,,,,,,,
fig4_spectralData.csv,,,,2104.0,0.560268,0.544218,0.37834,0.205276,,,,,,,,,
fig4_spectralData.csv,,,,2105.0,0.560495,0.544155,0.378503,0.20529,,,,,,,,,
fig4_spectralData.csv,,,,2106.0,0.560647,0.544026,0.378561,0.205282,,,,,,,,,
fig4_spectralData.csv,,,,2107.0,0.560817,0.543874,0.378641,0.205274,,,,,,,,,
fig4_spectralData.csv,,,,2108.0,0.561016,0.543745,0.378782,0.205261,,,,,,,,,
fig4_spectralData.csv,,,,2109.0,0.561227,0.543598,0.378883,0.20525,,,,,,,,,
fig4_spectralData.csv,,,,2110.0,0.561429,0.543426,0.378995,0.205223,,,,,,,,,
fig4_spectralData.csv,,,,2111.0,0.561663,0.543354,0.379154,0.205228,,,,,,,,,
fig4_spectralData.csv,,,,2112.0,0.561835,0.543255,0.379264,0.205251,,,,,,,,,
fig4_spectralData.csv,,,,2113.0,0.562037,0.543147,0.379398,0.205293,,,,,,,,,
fig4_spectralData.csv,,,,2114.0,0.562272,0.543084,0.379516,0.205341,,,,,,,,,
fig4_spectralData.csv,,,,2115.0,0.562539,0.543034,0.379668,0.205388,,,,,,,,,
fig4_spectralData.csv,,,,2116.0,0.562771,0.54294,0.379777,0.205416,,,,,,,,,
fig4_spectralData.csv,,,,2117.0,0.562969,0.542867,0.379799,0.205432,,,,,,,,,
fig4_spectralData.csv,,,,2118.0,0.56312,0.542758,0.379838,0.205429,,,,,,,,,
fig4_spectralData.csv,,,,2119.0,0.563271,0.542631,0.379896,0.205421,,,,,,,,,
fig4_spectralData.csv,,,,2120.0,0.563385,0.542476,0.379948,0.205405,,,,,,,,,
fig4_spectralData.csv,,,,2121.0,0.563548,0.542348,0.380011,0.20539,,,,,,,,,
fig4_spectralData.csv,,,,2122.0,0.563727,0.542207,0.380106,0.205382,,,,,,,,,
fig4_spectralData.csv,,,,2123.0,0.563924,0.542095,0.380183,0.205375,,,,,,,,,
fig4_spectralData.csv,,,,2124.0,0.564096,0.541969,0.380179,0.205379,,,,,,,,,
fig4_spectralData.csv,,,,2125.0,0.564209,0.54181,0.380175,0.205381,,,,,,,,,
fig4_spectralData.csv,,,,2126.0,0.564353,0.541697,0.380203,0.205374,,,,,,,,,
fig4_spectralData.csv,,,,2127.0,0.564484,0.541526,0.380154,0.205353,,,,,,,,,
fig4_spectralData.csv,,,,2128.0,0.56464,0.541373,0.380141,0.205295,,,,,,,,,
fig4_spectralData.csv,,,,2129.0,0.564821,0.541234,0.380139,0.205214,,,,,,,,,
fig4_spectralData.csv,,,,2130.0,0.564974,0.541087,0.380108,0.205146,,,,,,,,,
fig4_spectralData.csv,,,,2131.0,0.565207,0.541071,0.380194,0.205128,,,,,,,,,
fig4_spectralData.csv,,,,2132.0,0.565435,0.541055,0.380187,0.205126,,,,,,,,,
fig4_spectralData.csv,,,,2133.0,0.565648,0.541032,0.380115,0.205133,,,,,,,,,
fig4_spectralData.csv,,,,2134.0,0.565844,0.541002,0.380046,0.20513,,,,,,,,,
fig4_spectralData.csv,,,,2135.0,0.566054,0.540975,0.379913,0.205107,,,,,,,,,
fig4_spectralData.csv,,,,2136.0,0.566274,0.540962,0.37983,0.205089,,,,,,,,,
fig4_spectralData.csv,,,,2137.0,0.566463,0.540934,0.379767,0.20506,,,,,,,,,
fig4_spectralData.csv,,,,2138.0,0.566585,0.540847,0.379671,0.205013,,,,,,,,,
fig4_spectralData.csv,,,,2139.0,0.566674,0.540705,0.379509,0.204933,,,,,,,,,
fig4_spectralData.csv,,,,2140.0,0.566759,0.540512,0.379366,0.204861,,,,,,,,,
fig4_spectralData.csv,,,,2141.0,0.56689,0.540317,0.379249,0.204835,,,,,,,,,
fig4_spectralData.csv,,,,2142.0,0.567033,0.540146,0.379162,0.204807,,,,,,,,,
fig4_spectralData.csv,,,,2143.0,0.567198,0.540012,0.379072,0.204819,,,,,,,,,
fig4_spectralData.csv,,,,2144.0,0.567243,0.539841,0.378902,0.204831,,,,,,,,,
fig4_spectralData.csv,,,,2145.0,0.567253,0.539713,0.378695,0.204791,,,,,,,,,
fig4_spectralData.csv,,,,2146.0,0.567294,0.539605,0.378468,0.204752,,,,,,,,,
fig4_spectralData.csv,,,,2147.0,0.567248,0.539446,0.378206,0.204699,,,,,,,,,
fig4_spectralData.csv,,,,2148.0,0.567273,0.539276,0.377982,0.204641,,,,,,,,,
fig4_spectralData.csv,,,,2149.0,0.56733,0.53907,0.377725,0.204613,,,,,,,,,
fig4_spectralData.csv,,,,2150.0,0.567354,0.538871,0.377428,0.204606,,,,,,,,,
fig4_spectralData.csv,,,,2151.0,0.567435,0.538725,0.377173,0.204594,,,,,,,,,
fig4_spectralData.csv,,,,2152.0,0.567562,0.538599,0.376875,0.204575,,,,,,,,,
fig4_spectralData.csv,,,,2153.0,0.56758,0.538415,0.376601,0.204545,,,,,,,,,
fig4_spectralData.csv,,,,2154.0,0.56752,0.538204,0.376322,0.204497,,,,,,,,,
fig4_spectralData.csv,,,,2155.0,0.567494,0.537976,0.376094,0.204437,,,,,,,,,
fig4_spectralData.csv,,,,2156.0,0.567492,0.537806,0.375931,0.204429,,,,,,,,,
fig4_spectralData.csv,,,,2157.0,0.567496,0.537592,0.375705,0.20443,,,,,,,,,
fig4_spectralData.csv,,,,2158.0,0.567507,0.537421,0.375427,0.204434,,,,,,,,,
fig4_spectralData.csv,,,,2159.0,0.567428,0.537241,0.375129,0.204424,,,,,,,,,
fig4_spectralData.csv,,,,2160.0,0.567341,0.536982,0.374723,0.20438,,,,,,,,,
fig4_spectralData.csv,,,,2161.0,0.567329,0.536834,0.374358,0.204347,,,,,,,,,
fig4_spectralData.csv,,,,2162.0,0.56731,0.536689,0.374032,0.204321,,,,,,,,,
fig4_spectralData.csv,,,,2163.0,0.567295,0.53649,0.37365,0.204334,,,,,,,,,
fig4_spectralData.csv,,,,2164.0,0.567187,0.536297,0.373285,0.204342,,,,,,,,,
fig4_spectralData.csv,,,,2165.0,0.567031,0.536064,0.372942,0.204338,,,,,,,,,
fig4_spectralData.csv,,,,2166.0,0.566847,0.535758,0.37252,0.2043,,,,,,,,,
fig4_spectralData.csv,,,,2167.0,0.56663,0.535503,0.372072,0.204234,,,,,,,,,
fig4_spectralData.csv,,,,2168.0,0.566425,0.535278,0.371638,0.204196,,,,,,,,,
fig4_spectralData.csv,,,,2169.0,0.566247,0.535091,0.371188,0.204177,,,,,,,,,
fig4_spectralData.csv,,,,2170.0,0.566051,0.534902,0.370731,0.204147,,,,,,,,,
fig4_spectralData.csv,,,,2171.0,0.565835,0.534759,0.370283,0.204122,,,,,,,,,
fig4_spectralData.csv,,,,2172.0,0.565647,0.534596,0.36984,0.20412,,,,,,,,,
fig4_spectralData.csv,,,,2173.0,0.565444,0.534362,0.369351,0.204086,,,,,,,,,
fig4_spectralData.csv,,,,2174.0,0.565237,0.534145,0.368829,0.20407,,,,,,,,,
fig4_spectralData.csv,,,,2175.0,0.56503,0.533918,0.36831,0.204069,,,,,,,,,
fig4_spectralData.csv,,,,2176.0,0.564834,0.533666,0.367864,0.204025,,,,,,,,,
fig4_spectralData.csv,,,,2177.0,0.564694,0.533525,0.367388,0.20399,,,,,,,,,
fig4_spectralData.csv,,,,2178.0,0.56454,0.533451,0.366855,0.20397,,,,,,,,,
fig4_spectralData.csv,,,,2179.0,0.564384,0.533338,0.366386,0.203957,,,,,,,,,
fig4_spectralData.csv,,,,2180.0,0.564228,0.533218,0.365839,0.203969,,,,,,,,,
fig4_spectralData.csv,,,,2181.0,0.563999,0.533024,0.365225,0.203976,,,,,,,,,
fig4_spectralData.csv,,,,2182.0,0.563815,0.532781,0.364703,0.203982,,,,,,,,,
fig4_spectralData.csv,,,,2183.0,0.563615,0.532583,0.364171,0.203982,,,,,,,,,
fig4_spectralData.csv,,,,2184.0,0.563364,0.532415,0.363653,0.203966,,,,,,,,,
fig4_spectralData.csv,,,,2185.0,0.563108,0.532217,0.363236,0.203952,,,,,,,,,
fig4_spectralData.csv,,,,2186.0,0.562679,0.531937,0.362835,0.203929,,,,,,,,,
fig4_spectralData.csv,,,,2187.0,0.562251,0.531689,0.362412,0.203906,,,,,,,,,
fig4_spectralData.csv,,,,2188.0,0.561757,0.531425,0.361993,0.203882,,,,,,,,,
fig4_spectralData.csv,,,,2189.0,0.561309,0.531166,0.361595,0.203864,,,,,,,,,
fig4_spectralData.csv,,,,2190.0,0.560867,0.530925,0.361185,0.203836,,,,,,,,,
fig4_spectralData.csv,,,,2191.0,0.560467,0.530689,0.360717,0.203783,,,,,,,,,
fig4_spectralData.csv,,,,2192.0,0.560121,0.530419,0.360355,0.203722,,,,,,,,,
fig4_spectralData.csv,,,,2193.0,0.559761,0.530152,0.359972,0.203675,,,,,,,,,
fig4_spectralData.csv,,,,2194.0,0.559295,0.529881,0.359594,0.20364,,,,,,,,,
fig4_spectralData.csv,,,,2195.0,0.558751,0.529546,0.359315,0.20358,,,,,,,,,
fig4_spectralData.csv,,,,2196.0,0.558199,0.529233,0.358978,0.203498,,,,,,,,,
fig4_spectralData.csv,,,,2197.0,0.557549,0.52887,0.358775,0.203419,,,,,,,,,
fig4_spectralData.csv,,,,2198.0,0.556903,0.528448,0.358618,0.20336,,,,,,,,,
fig4_spectralData.csv,,,,2199.0,0.556322,0.5281,0.358359,0.203334,,,,,,,,,
fig4_spectralData.csv,,,,2200.0,0.555665,0.527693,0.358197,0.203355,,,,,,,,,
