wavenumber_cm_1,absorbance_norm_1um,phase,temperature_C,material,source,license
2154.36928,-5.650630417928e-07,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2152.44057,1.13014303566208e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2150.51186,5.65094122276585e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2148.58315,4.52070776751687e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2146.65444,3.39049691851944e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2144.72573,2.26030867486925e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2142.79701,1.13014303566208e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2140.8683,0.0,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2138.93959,5.650686924452e-07,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2137.01088,1.13014303566208e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2135.08217,1.69522302976367e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2133.15346,2.26030867486925e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2131.22475,4.52070776751687e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2129.29604,8.47662376916431e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2127.36733,1.35632084605116e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2125.43862,1.75197575828342e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2123.50991,2.03460337214273e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2121.5812,2.48683695949847e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2119.65249,3.16525520995777e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2117.72378,3.44795352207906e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2115.79507,3.27833283762935e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2113.86636,2.99564301116697e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2111.93765,2.82603590336399e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2110.00894,2.54336870283505e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2108.08023,2.26071564167538e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2106.15152,2.31724512282542e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2104.22281,2.43030578172596e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2102.2941,2.26071564167538e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2100.36539,2.0911305912879e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2098.43668,2.26071564167538e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2096.50797,2.65643388624322e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2094.57926,2.99564301116697e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2092.65055,2.99564301116697e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2090.72184,2.93910674291596e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2088.79313,2.82603590336399e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2086.86442,2.71296732633744e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2084.93571,2.43030578172596e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2083.007,2.20418672604291e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2081.07829,2.0911305912879e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2079.14958,2.0911305912879e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2077.22087,1.97807671847051e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2075.29216,1.80850015017704e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2073.36345,1.63892867073336e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2071.43474,1.63892867073336e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2069.50603,1.41284128026834e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2067.57732,1.4693622798334e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2065.64861,1.1867629353788e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2063.7199,9.60693635341579e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2061.79119,6.78119728516444e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2059.86248,3.39049691851944e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2057.93377,0.0,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2056.00506,-6.21538269831708e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2054.07635,-9.04033066642124e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2052.14764,-7.34537883301263e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2050.21893,-2.82525870462492e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2048.29022,3.95559951729009e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2046.36151,1.24328167361769e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2044.4328,2.03460337214273e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2042.50409,2.71296732633744e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2040.57538,3.16525520995777e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2038.64666,3.50449488172605e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2036.71795,2.88257104031832e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2034.78924,2.20418672604291e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2032.86053,1.69545193180617e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2030.93182,1.35632084605116e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2029.00311,1.1867629353788e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2027.0744,1.13024476244317e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2025.14569,1.1867629353788e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2023.21698,1.1867629353788e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2021.28827,1.13024476244317e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2019.35956,1.07372715479888e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2017.43085,7.91147595562961e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2015.50214,3.95559951729009e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2013.57343,0.0,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2011.64472,-2.26021826433672e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2009.71601,-2.82525870462492e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2007.7873,-3.39029349480692e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2005.85859,-3.95532263502081e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2003.92988,-6.21538269831708e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2002.00117,-7.91036842652551e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
2000.07246,-7.91036842652551e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1998.14375,-5.08536396594605e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1996.21504,5.650686924452e-07,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1994.28633,6.78119728516444e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1992.35762,1.13024476244317e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1990.42891,1.2998009771718e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1988.5002,1.01721011243587e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1986.57149,5.08582166930026e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1984.64278,1.13014303566208e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1982.71407,0.0,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1980.78536,-6.21538269831708e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1978.85665,-1.07352316601718e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1976.92794,-1.41248811409099e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1974.99923,-1.52547191172678e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1973.07052,-1.46898029529433e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1971.14181,-1.18651374132654e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1969.2131,-9.04033066642124e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1967.28439,-7.91036842652551e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1965.35568,-1.01702703109259e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1963.42697,-1.6949433725029e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1961.49826,-2.5987053322445e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1959.56955,-3.44585091159702e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1957.64084,-4.17994102903017e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1955.71213,-4.80101972590178e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1953.78342,-5.30912425308182e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1951.85471,-5.59138480525812e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1949.926,-5.64783522380121e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1947.99729,-5.42203016588908e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1946.06858,-5.02684960078078e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1944.13987,-4.57518082531911e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1942.21116,-4.34933289831129e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1940.28245,-4.46225799016407e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1938.35374,-4.80101972590178e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1936.42503,-5.08330565931794e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1934.49632,-5.02684960078078e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1932.5676,-4.51871968982239e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1930.63889,-3.50232276811606e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1928.71018,-1.92089741407978e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1926.78147,0.0,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1924.85276,-3.39029349480692e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1922.92405,-7.91036842652551e-06,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1920.99534,-1.52547191172678e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1919.06663,-2.65518565560493e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1917.13792,-3.72820455064541e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1915.20921,-4.46225799016407e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1913.2805,-5.13976115380623e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1911.35179,-5.87363125871574e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1909.42308,-6.4945238357791e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1907.49437,-7.51038273426407e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1905.56566,-8.4132151298686e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1903.63695,-9.65437418799334e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1901.70824,-0.000106696652276,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1899.77953,-0.000114028175431,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1897.85082,-0.000117411634544,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1895.92211,-0.000118539409229,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1893.9934,-0.00011684773876,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1892.06469,-0.000115719930311,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1890.13598,-0.00011628383735,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1888.20727,-0.00011684773876,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1886.27856,-0.00011684773876,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1884.34985,-0.00011684773876,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1882.42114,-0.000114592099352,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1880.49243,-0.000108388626667,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1878.56372,-9.65437418799334e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1876.63501,-7.8489617871131e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1874.7063,-5.42203016588908e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1872.77759,-2.71166541443029e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1870.84888,0.0,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1868.92017,1.97807671847051e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1866.99146,3.90030024136814e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1865.06275,5.59692301853493e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1863.13404,6.89801222217574e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1861.20533,8.14281271948364e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1859.27662,9.38788749803911e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1857.34791,0.000106332366787,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1855.4192,0.000118788603826,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1853.49049,0.000131813970013,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1851.56178,0.000147108449409,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1849.63307,0.000161840380208,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1847.70436,0.000170908093177,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1845.77565,0.000172041659618,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1843.84694,0.00016750753029,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1841.91823,0.00016240706964,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1839.98952,0.000152774122118,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1838.06081,0.00013747810934,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1836.1321,0.000118788603826,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1834.20339,9.95392128338409e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1832.27468,8.14281271948364e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1830.34597,7.01116457299105e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1828.41725,6.89801222217574e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1826.48854,7.01116457299105e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1824.55983,6.67171431782087e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1822.63112,5.87974301443952e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1820.70241,4.97476884994951e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1818.7737,4.40923358811098e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1816.84499,4.52233611252908e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1814.91628,5.20099880377822e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1812.98757,3.73066597809734e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1811.05886,1.92155063025927e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1809.13015,0.0,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1807.20144,-1.24300818173265e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1805.27273,-2.31629524702362e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1803.34402,-3.38937849070086e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1801.41531,-4.57518082531911e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1799.4866,-5.81718309585475e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1797.55789,-6.8896017755514e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1795.62918,-8.30036896876387e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1793.70047,-9.59796378102642e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1791.77176,-0.000102184472869,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1789.84305,-9.59796378102642e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1787.91434,-8.80815894767726e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1785.98563,-8.18752055402498e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1784.05692,-7.51038273426407e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1782.12821,-6.72028604086928e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1780.1995,-5.70428507840813e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1778.27079,-4.46225799016407e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1776.34208,-3.16348316312069e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1774.41337,-1.46898029529433e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1772.48466,1.92155063025927e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1770.55595,7.69012626452543e-05,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1768.62724,0.000143142816489,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1766.69853,0.000198687019417,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1764.76982,0.000241799735867,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1762.84111,0.000284945371056,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1760.9124,0.000343471689004,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1758.98369,0.000420272848615,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1757.05498,0.000512002028409,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1755.12627,0.000618160588273,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1753.19756,0.000737684723846,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1751.26885,0.000867789865367,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1749.34014,0.001003946920293,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1747.41143,0.001131784719902,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1745.48272,0.001236227287606,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1743.55401,0.001303842755724,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1741.6253,0.00133218440041,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
1739.69659,0.001323506876904,amorphous,160,PVDF,Mendeley Data: 10.17632/sfbpt6sjb3.1,CC BY 4.0
